#acquisition error/standby/quality issue events
Start Time;End Time;Error Description;Error Value
2023-02-01 02:36:08;2023-02-01 02:37:54;Missing due to calibration or zero/span check;433.27020454545453
2023-02-01 02:41:08;2023-02-01 02:45:20;Missing due to calibration or zero/span check;181.10963485477177
2023-02-01 02:56:08;2023-02-01 02:57:43;Missing due to calibration or zero/span check;416.139974025974
2023-02-01 03:01:08;2023-02-01 03:04:14;Missing due to calibration or zero/span check;423.5104939759036
2023-02-01 03:05:43;2023-02-01 03:05:43;Missing due to calibration or zero/span check;275.366
2023-02-01 03:06:08;2023-02-01 03:06:59;Missing due to calibration or zero/span check;370.8232195121951
2023-02-01 03:11:08;2023-02-01 03:14:24;Missing due to calibration or zero/span check;634.1764068965517
2023-02-01 03:16:08;2023-02-01 03:17:55;Missing due to calibration or zero/span check;304.1991684210526
2023-02-01 03:31:08;2023-02-01 03:33:31;Missing due to calibration or zero/span check;470.770373015873
2023-02-01 03:36:08;2023-02-01 03:37:13;Missing due to calibration or zero/span check;502.8132380952381
2023-02-01 03:41:08;2023-02-01 03:41:59;Missing due to calibration or zero/span check;409.0920975609757
2023-02-01 03:46:08;2023-02-01 03:49:34;Missing due to calibration or zero/span check;477.4527161290323
2023-02-01 03:51:08;2023-02-01 03:54:30;Missing due to calibration or zero/span check;221.95465445026178
2023-02-01 04:06:08;2023-02-01 04:07:07;Missing due to calibration or zero/span check;462.697
2023-02-01 04:11:08;2023-02-01 04:13:03;Missing due to calibration or zero/span check;480.07051063829783
2023-02-01 04:16:08;2023-02-01 04:17:33;Missing due to calibration or zero/span check;387.27776
2023-02-01 04:20:57;2023-02-01 04:20:57;Missing due to calibration or zero/span check;455.768
2023-02-01 04:21:04;2023-02-01 04:21:04;Missing due to calibration or zero/span check;461.062
2023-02-01 04:21:08;2023-02-01 04:23:55;Missing due to calibration or zero/span check;444.4375555555556
2023-02-01 04:26:08;2023-02-01 04:28:56;Missing due to calibration or zero/span check;210.66094374999997
2023-02-01 04:41:08;2023-02-01 04:43:46;Missing due to calibration or zero/span check;398.18029078014183
2023-02-01 04:46:08;2023-02-01 05:16:37;Missing due to calibration or zero/span check;18.09502380952381
2023-02-01 05:17:14;2023-02-01 05:17:18;Missing due to calibration or zero/span check;2648.607
2023-02-01 05:29:47;2023-02-01 05:30:44;Missing due to calibration or zero/span check;151.3938780487805
2023-02-01 05:32:52;2023-02-01 05:32:54;Missing due to calibration or zero/span check;1123.918
2023-02-01 05:34:47;2023-02-01 05:35:54;Missing due to calibration or zero/span check;869.1675853658536
2023-02-01 05:39:47;2023-02-01 05:43:12;Missing due to calibration or zero/span check;1620.3694205128206
2023-02-01 05:44:47;2023-02-01 05:47:27;Missing due to calibration or zero/span check;510.70895614035084
2023-02-01 05:49:47;2023-02-01 05:52:53;Missing due to calibration or zero/span check;234.2990722222222
2023-02-01 06:04:47;2023-02-01 06:06:24;Missing due to calibration or zero/span check;494.18874999999997
2023-02-01 06:09:47;2023-02-01 06:11:05;Missing due to calibration or zero/span check;973.1600181818181
2023-02-01 06:14:47;2023-02-01 06:15:42;Missing due to calibration or zero/span check;748.8922222222222
2023-02-01 06:19:47;2023-02-01 06:22:42;Missing due to calibration or zero/span check;476.0860833333333
2023-02-01 06:24:47;2023-02-01 06:28:08;Missing due to calibration or zero/span check;219.80929319371725
2023-02-01 06:39:47;2023-02-01 06:41:20;Missing due to calibration or zero/span check;514.3241298701298
2023-02-01 06:44:47;2023-02-01 06:47:14;Missing due to calibration or zero/span check;790.2171803278688
2023-02-01 06:49:47;2023-02-01 06:50:55;Missing due to calibration or zero/span check;613.7883103448277
2023-02-01 06:54:47;2023-02-01 06:57:45;Missing due to calibration or zero/span check;394.3778507462686
2023-02-01 06:59:47;2023-02-01 07:02:09;Missing due to calibration or zero/span check;195.71025384615385
2023-02-01 07:14:48;2023-02-01 07:16:37;Missing due to calibration or zero/span check;517.4029354838709
2023-02-01 07:19:48;2023-02-01 07:21:05;Missing due to calibration or zero/span check;735.4039285714287
2023-02-01 07:24:48;2023-02-01 07:25:43;Missing due to calibration or zero/span check;580.2392444444445
2023-02-01 07:29:48;2023-02-01 07:32:19;Missing due to calibration or zero/span check;478.03595454545456
2023-02-01 07:34:48;2023-02-01 07:40:16;Missing due to calibration or zero/span check;191.43721766561512
2023-02-01 07:49:48;2023-02-01 07:52:11;Missing due to calibration or zero/span check;452.42568292682927
2023-02-01 07:54:48;2023-02-01 07:56:03;Missing due to calibration or zero/span check;704.3592727272727
2023-02-01 07:59:48;2023-02-01 08:01:15;Missing due to calibration or zero/span check;603.4618800000001
2023-02-01 08:04:39;2023-02-01 08:04:39;Missing due to calibration or zero/span check;801.111
2023-02-01 08:04:48;2023-02-01 08:07:57;Missing due to calibration or zero/span check;387.12820863309355
2023-02-01 08:09:48;2023-02-01 08:11:34;Missing due to calibration or zero/span check;196.77706250000003
2023-02-01 08:17:52;2023-02-01 08:17:55;Missing due to calibration or zero/span check;307.5565
2023-02-01 08:24:48;2023-02-01 08:26:21;Missing due to calibration or zero/span check;405.91784210526316
2023-02-01 08:29:48;2023-02-01 08:31:50;Missing due to calibration or zero/span check;637.0196082474228
2023-02-01 08:34:48;2023-02-01 08:36:08;Missing due to calibration or zero/span check;556.1888985507246
2023-02-01 08:39:48;2023-02-01 08:42:52;Missing due to calibration or zero/span check;384.2593586206896
2023-02-01 08:44:48;2023-02-01 08:47:12;Missing due to calibration or zero/span check;177.29993984962405
2023-02-01 08:50:23;2023-02-01 08:50:23;Missing due to calibration or zero/span check;277.224
2023-02-01 08:59:48;2023-02-01 09:00:45;Missing due to calibration or zero/span check;408.94729268292684
2023-02-01 09:04:48;2023-02-01 09:05:52;Missing due to calibration or zero/span check;538.3509268292682
2023-02-01 09:09:48;2023-02-01 09:12:14;Missing due to calibration or zero/span check;420.5905294117647
2023-02-01 09:14:48;2023-02-01 09:17:35;Missing due to calibration or zero/span check;286.5638307692308
2023-02-01 09:19:48;2023-02-01 09:21:23;Missing due to calibration or zero/span check;167.45448684210524
2023-02-01 09:28:33;2023-02-01 09:28:33;Missing due to calibration or zero/span check;239.242
2023-02-01 09:34:48;2023-02-01 09:36:08;Missing due to calibration or zero/span check;375.16976363636365
2023-02-01 09:39:48;2023-02-01 09:41:04;Missing due to calibration or zero/span check;451.4209512195122
2023-02-01 09:44:48;2023-02-01 09:45:39;Missing due to calibration or zero/span check;424.6374634146341
2023-02-01 09:51:15;2023-02-01 09:52:53;Missing due to calibration or zero/span check;350.675806122449
2023-02-01 09:54:49;2023-02-01 09:57:03;Missing due to calibration or zero/span check;163.3569761904762
2023-02-01 09:58:24;2023-02-01 09:58:24;Missing due to calibration or zero/span check;278.257
2023-02-01 10:09:49;2023-02-01 10:11:09;Missing due to calibration or zero/span check;372.91242857142856
2023-02-01 10:14:49;2023-02-01 10:16:06;Missing due to calibration or zero/span check;446.33475609756096
2023-02-01 10:19:49;2023-02-01 10:22:12;Missing due to calibration or zero/span check;424.115
2023-02-01 10:24:49;2023-02-01 10:27:15;Missing due to calibration or zero/span check;355.24682795698925
2023-02-01 10:29:49;2023-02-01 10:32:00;Missing due to calibration or zero/span check;201.23417241379312
2023-02-01 10:32:40;2023-02-01 10:32:40;Missing due to calibration or zero/span check;298.107
2023-02-01 10:34:26;2023-02-01 10:34:26;Missing due to calibration or zero/span check;292.228
2023-02-01 10:34:28;2023-02-01 10:34:28;Missing due to calibration or zero/span check;309.556
2023-02-01 10:44:49;2023-02-01 10:46:27;Missing due to calibration or zero/span check;346.0786049382716
2023-02-01 10:49:21;2023-02-01 10:49:21;Missing due to calibration or zero/span check;456.111
2023-02-01 10:49:49;2023-02-01 10:50:51;Missing due to calibration or zero/span check;369.31482926829267
2023-02-01 10:54:49;2023-02-01 10:55:51;Missing due to calibration or zero/span check;346.6042115384616
2023-02-01 10:59:49;2023-02-01 11:02:17;Missing due to calibration or zero/span check;320.3869361702128
2023-02-01 11:04:49;2023-02-01 11:07:07;Missing due to calibration or zero/span check;192.81849193548385
2023-02-01 11:17:51;2023-02-01 11:17:51;Missing due to calibration or zero/span check;347.925
2023-02-01 11:19:49;2023-02-01 11:22:01;Missing due to calibration or zero/span check;326.8350608695652
2023-02-01 11:24:49;2023-02-01 11:25:57;Missing due to calibration or zero/span check;322.05670833333335
2023-02-01 11:29:31;2023-02-01 11:29:31;Missing due to calibration or zero/span check;449.051
2023-02-01 11:29:49;2023-02-01 11:31:19;Missing due to calibration or zero/span check;314.40592499999997
2023-02-01 11:31:42;2023-02-01 11:31:42;Missing due to calibration or zero/span check;406.504
2023-02-01 11:34:11;2023-02-01 11:34:11;Missing due to calibration or zero/span check;416.888
2023-02-01 11:34:49;2023-02-01 11:37:49;Missing due to calibration or zero/span check;281.63429365079367
2023-02-01 11:39:49;2023-02-01 11:41:47;Missing due to calibration or zero/span check;177.31294117647056
2023-02-01 11:43:23;2023-02-01 11:43:23;Missing due to calibration or zero/span check;305.424
2023-02-01 11:54:49;2023-02-01 11:56:03;Missing due to calibration or zero/span check;288.9524385964912
2023-02-01 11:59:49;2023-02-01 12:00:51;Missing due to calibration or zero/span check;290.16895121951217
2023-02-01 12:02:09;2023-02-01 12:02:09;Missing due to calibration or zero/span check;373.678
2023-02-01 12:03:31;2023-02-01 12:03:31;Missing due to calibration or zero/span check;185.309
2023-02-01 12:04:49;2023-02-01 12:05:44;Missing due to calibration or zero/span check;282.3778222222222
2023-02-01 12:07:51;2023-02-01 12:07:51;Missing due to calibration or zero/span check;383.247
2023-02-01 12:09:49;2023-02-01 12:12:33;Missing due to calibration or zero/span check;283.74125
2023-02-01 12:14:49;2023-02-01 12:16:09;Missing due to calibration or zero/span check;196.75119696969696
2023-02-01 12:21:08;2023-02-01 12:21:08;Missing due to calibration or zero/span check;354.5
2023-02-01 12:29:49;2023-02-01 12:31:34;Missing due to calibration or zero/span check;310.5464090909091
2023-02-01 12:34:50;2023-02-01 12:35:55;Missing due to calibration or zero/span check;311.3352195121951
2023-02-01 12:37:51;2023-02-01 12:37:51;Missing due to calibration or zero/span check;442.451
2023-02-01 12:38:34;2023-02-01 12:38:34;Missing due to calibration or zero/span check;400.806
2023-02-01 12:39:50;2023-02-01 12:40:51;Missing due to calibration or zero/span check;299.17092
2023-02-01 12:41:19;2023-02-01 12:41:19;Missing due to calibration or zero/span check;463.279
2023-02-01 12:44:50;2023-02-01 12:47:00;Missing due to calibration or zero/span check;289.9257014925373
2023-02-01 12:49:50;2023-02-01 12:51:37;Missing due to calibration or zero/span check;175.50390721649487
2023-02-01 13:04:50;2023-02-01 13:06:16;Missing due to calibration or zero/span check;320.03622058823527
2023-02-01 13:09:36;2023-02-01 13:09:36;Missing due to calibration or zero/span check;396.341
2023-02-01 13:09:50;2023-02-01 13:10:54;Missing due to calibration or zero/span check;318.96353658536583
2023-02-01 13:13:37;2023-02-01 13:13:37;Missing due to calibration or zero/span check;408.634
2023-02-01 13:14:50;2023-02-01 13:16:24;Missing due to calibration or zero/span check;314.6385119047619
2023-02-01 13:17:40;2023-02-01 13:17:40;Missing due to calibration or zero/span check;395.055
2023-02-01 13:18:07;2023-02-01 13:18:07;Missing due to calibration or zero/span check;408.025
2023-02-01 13:19:50;2023-02-01 13:22:29;Missing due to calibration or zero/span check;296.42121428571426
2023-02-01 13:24:50;2023-02-01 13:26:37;Missing due to calibration or zero/span check;188.1410412371134
2023-02-01 13:39:50;2023-02-01 13:41:22;Missing due to calibration or zero/span check;328.15350666666666
2023-02-01 13:43:43;2023-02-01 13:43:43;Missing due to calibration or zero/span check;428.245
2023-02-01 13:44:50;2023-02-01 13:46:28;Missing due to calibration or zero/span check;333.7955394736842
2023-02-01 13:46:48;2023-02-01 13:46:48;Missing due to calibration or zero/span check;228.398
2023-02-01 13:47:20;2023-02-01 13:47:20;Missing due to calibration or zero/span check;440.831
2023-02-01 13:47:27;2023-02-01 13:47:27;Missing due to calibration or zero/span check;435.352
2023-02-01 13:49:50;2023-02-01 13:51:17;Missing due to calibration or zero/span check;325.9551315789474
2023-02-01 13:51:43;2023-02-01 13:51:43;Missing due to calibration or zero/span check;414.613
2023-02-01 13:54:50;2023-02-01 13:57:10;Missing due to calibration or zero/span check;306.63618181818185
2023-02-01 13:59:50;2023-02-01 14:01:35;Missing due to calibration or zero/span check;201.4225
2023-02-01 14:14:50;2023-02-01 14:16:57;Missing due to calibration or zero/span check;355.26896363636365
2023-02-01 14:19:50;2023-02-01 14:21:42;Missing due to calibration or zero/span check;358.2982
2023-02-01 14:23:29;2023-02-01 14:23:29;Missing due to calibration or zero/span check;248.964
2023-02-01 14:24:50;2023-02-01 14:26:15;Missing due to calibration or zero/span check;352.07218666666665
2023-02-01 14:29:50;2023-02-01 14:32:29;Missing due to calibration or zero/span check;339.433376344086
2023-02-01 14:34:50;2023-02-01 14:36:58;Missing due to calibration or zero/span check;230.82384615384615
2023-02-01 14:49:50;2023-02-01 14:51:20;Missing due to calibration or zero/span check;386.3721095890411
2023-02-01 14:53:40;2023-02-01 14:53:40;Missing due to calibration or zero/span check;548.554
2023-02-01 14:54:50;2023-02-01 14:55:56;Missing due to calibration or zero/span check;401.673
2023-02-01 14:58:10;2023-02-01 14:58:10;Missing due to calibration or zero/span check;551.032
2023-02-01 14:59:50;2023-02-01 15:01:06;Missing due to calibration or zero/span check;402.6957121212121
2023-02-01 15:04:03;2023-02-01 15:04:03;Missing due to calibration or zero/span check;789.57
2023-02-01 15:04:50;2023-02-01 15:07:19;Missing due to calibration or zero/span check;382.6650224719101
2023-02-01 15:09:51;2023-02-01 15:11:56;Missing due to calibration or zero/span check;242.8567168141593
2023-02-01 15:24:51;2023-02-01 15:27:00;Missing due to calibration or zero/span check;417.03593693693693
2023-02-01 15:29:51;2023-02-01 15:31:42;Missing due to calibration or zero/span check;424.6587108433735
2023-02-01 15:33:27;2023-02-01 15:33:27;Missing due to calibration or zero/span check;551.4
2023-02-01 15:34:51;2023-02-01 15:36:08;Missing due to calibration or zero/span check;412.5148805970149
2023-02-01 15:39:51;2023-02-01 15:42:11;Missing due to calibration or zero/span check;403.05982894736843
2023-02-01 15:44:51;2023-02-01 15:45:59;Missing due to calibration or zero/span check;296.23744444444446
2023-02-01 15:59:51;2023-02-01 16:01:32;Missing due to calibration or zero/span check;397.53252380952387
2023-02-01 16:04:51;2023-02-01 16:06:38;Missing due to calibration or zero/span check;393.10183720930235
2023-02-01 16:09:51;2023-02-01 16:11:00;Missing due to calibration or zero/span check;384.5236610169492
2023-02-01 16:13:19;2023-02-01 16:13:19;Missing due to calibration or zero/span check;485.873
2023-02-01 16:14:51;2023-02-01 16:17:08;Missing due to calibration or zero/span check;361.9314810126582
2023-02-01 16:19:51;2023-02-01 16:21:48;Missing due to calibration or zero/span check;247.0403238095238
2023-02-01 16:34:51;2023-02-01 16:36:00;Missing due to calibration or zero/span check;380.80827450980394
2023-02-01 16:38:14;2023-02-01 16:38:14;Missing due to calibration or zero/span check;486.666
2023-02-01 16:38:38;2023-02-01 16:38:38;Missing due to calibration or zero/span check;566.824
2023-02-01 16:39:51;2023-02-01 16:41:15;Missing due to calibration or zero/span check;378.38395
2023-02-01 16:44:51;2023-02-01 16:46:52;Missing due to calibration or zero/span check;370.47675675675674
2023-02-01 16:49:51;2023-02-01 16:51:51;Missing due to calibration or zero/span check;353.25993103448275
2023-02-01 16:54:51;2023-02-01 16:56:03;Missing due to calibration or zero/span check;262.63406896551726
2023-02-01 17:09:51;2023-02-01 17:11:51;Missing due to calibration or zero/span check;375.4525769230769
2023-02-01 17:14:51;2023-02-01 17:15:54;Missing due to calibration or zero/span check;398.33395121951224
2023-02-01 17:19:51;2023-02-01 17:21:47;Missing due to calibration or zero/span check;403.9268113207547
2023-02-01 17:22:29;2023-02-01 17:22:29;Missing due to calibration or zero/span check;298.142
2023-02-01 17:24:51;2023-02-01 17:27:40;Missing due to calibration or zero/span check;371.14936190476186
2023-02-01 17:29:51;2023-02-01 17:31:21;Missing due to calibration or zero/span check;265.9087272727273
2023-02-01 17:44:52;2023-02-01 17:47:15;Missing due to calibration or zero/span check;411.535
2023-02-01 17:49:52;2023-02-01 17:51:43;Missing due to calibration or zero/span check;424.8695326086957
2023-02-01 17:54:52;2023-02-01 17:56:38;Missing due to calibration or zero/span check;428.69102083333337
2023-02-01 17:59:52;2023-02-01 18:02:31;Missing due to calibration or zero/span check;418.03660194174756
2023-02-01 18:04:52;2023-02-01 18:06:23;Missing due to calibration or zero/span check;276.39346835443035
2023-02-01 18:19:52;2023-02-01 18:22:03;Missing due to calibration or zero/span check;408.6373873873874
2023-02-01 18:24:52;2023-02-01 18:25:57;Missing due to calibration or zero/span check;418.27971428571425
2023-02-01 18:28:38;2023-02-01 18:28:38;Missing due to calibration or zero/span check;496.585
2023-02-01 18:29:52;2023-02-01 18:32:17;Missing due to calibration or zero/span check;405.1851777777778
2023-02-01 18:34:52;2023-02-01 18:37:32;Missing due to calibration or zero/span check;360.41659
2023-02-01 18:39:52;2023-02-01 18:41:45;Missing due to calibration or zero/span check;245.97776288659796
2023-02-01 18:54:52;2023-02-01 18:57:24;Missing due to calibration or zero/span check;356.0736444444445
2023-02-01 18:59:52;2023-02-01 19:02:21;Missing due to calibration or zero/span check;347.56270400000005
2023-02-01 19:04:52;2023-02-01 19:05:58;Missing due to calibration or zero/span check;328.89394642857144
2023-02-01 19:06:08;2023-02-01 19:06:08;Missing due to calibration or zero/span check;401.278
2023-02-01 19:07:27;2023-02-01 19:07:27;Missing due to calibration or zero/span check;237.852
2023-02-01 19:09:52;2023-02-01 19:12:49;Missing due to calibration or zero/span check;317.2541404958677
2023-02-01 19:14:52;2023-02-01 19:16:23;Missing due to calibration or zero/span check;227.95484615384615
2023-02-01 19:29:52;2023-02-01 19:32:09;Missing due to calibration or zero/span check;353.55983333333336
2023-02-01 19:34:52;2023-02-01 19:36:53;Missing due to calibration or zero/span check;374.38863366336636
2023-02-01 19:38:38;2023-02-01 19:38:38;Missing due to calibration or zero/span check;282.747
2023-02-01 19:39:52;2023-02-01 19:41:43;Missing due to calibration or zero/span check;363.78052475247523
2023-02-01 19:43:29;2023-02-01 19:43:29;Missing due to calibration or zero/span check;269.512
2023-02-01 19:44:08;2023-02-01 19:44:08;Missing due to calibration or zero/span check;269.638
2023-02-01 19:44:52;2023-02-01 19:47:19;Missing due to calibration or zero/span check;343.4025632183908
2023-02-01 19:49:52;2023-02-01 19:51:53;Missing due to calibration or zero/span check;237.6553425925926
2023-02-01 20:04:52;2023-02-01 20:07:22;Missing due to calibration or zero/span check;380.9571729323309
2023-02-01 20:09:52;2023-02-01 20:11:49;Missing due to calibration or zero/span check;391.6584255319149
2023-02-01 20:14:52;2023-02-01 20:15:50;Missing due to calibration or zero/span check;384.03951020408164
2023-02-01 20:19:00;2023-02-01 20:19:00;Missing due to calibration or zero/span check;474.488
2023-02-01 20:19:53;2023-02-01 20:22:40;Missing due to calibration or zero/span check;377.175281553398
2023-02-01 20:24:53;2023-02-01 20:26:54;Missing due to calibration or zero/span check;224.8238623853211
2023-02-01 20:39:53;2023-02-01 20:42:14;Missing due to calibration or zero/span check;402.1859918699187
2023-02-01 20:44:53;2023-02-01 20:47:10;Missing due to calibration or zero/span check;430.9341652173913
2023-02-01 20:49:53;2023-02-01 20:52:11;Missing due to calibration or zero/span check;413.4101875
2023-02-01 20:54:25;2023-02-01 20:54:25;Missing due to calibration or zero/span check;320.888
2023-02-01 20:54:53;2023-02-01 20:57:40;Missing due to calibration or zero/span check;384.9509807692308
2023-02-01 20:59:53;2023-02-01 21:01:25;Missing due to calibration or zero/span check;270.9569493670886
2023-02-01 21:14:53;2023-02-01 21:17:05;Missing due to calibration or zero/span check;460.1506086956522
2023-02-01 21:19:53;2023-02-01 21:23:07;Missing due to calibration or zero/span check;478.73366867469883
2023-02-01 21:24:53;2023-02-01 21:27:37;Missing due to calibration or zero/span check;450.38453246753244
2023-02-01 21:29:53;2023-02-01 21:33:00;Missing due to calibration or zero/span check;419.50431707317074
2023-02-01 21:34:53;2023-02-01 21:36:55;Missing due to calibration or zero/span check;304.04887962962965
2023-02-01 21:49:53;2023-02-01 21:52:14;Missing due to calibration or zero/span check;530.3483467741936
2023-02-01 21:54:53;2023-02-01 21:56:15;Missing due to calibration or zero/span check;531.4115833333333
2023-02-01 21:59:53;2023-02-01 22:02:26;Missing due to calibration or zero/span check;537.2984195804196
2023-02-01 22:04:53;2023-02-01 22:08:41;Missing due to calibration or zero/span check;507.32614880952383
2023-02-01 22:09:53;2023-02-01 22:12:56;Missing due to calibration or zero/span check;299.8310404624277
2023-02-01 22:24:53;2023-02-01 22:25:51;Missing due to calibration or zero/span check;474.8782682926829
2023-02-01 22:29:53;2023-02-01 22:32:01;Missing due to calibration or zero/span check;592.8796981132075
2023-02-01 22:34:53;2023-02-01 22:35:48;Missing due to calibration or zero/span check;527.1344666666666
2023-02-01 22:39:53;2023-02-01 22:42:30;Missing due to calibration or zero/span check;527.9941195652174
2023-02-01 22:44:53;2023-02-01 22:47:51;Missing due to calibration or zero/span check;292.6727951807229
2023-02-01 22:59:53;2023-02-01 23:03:01;Missing due to calibration or zero/span check;510.63672514619884
2023-02-01 23:04:53;2023-02-01 23:07:16;Missing due to calibration or zero/span check;508.87147580645166
2023-02-01 23:09:54;2023-02-01 23:11:58;Missing due to calibration or zero/span check;513.6951578947369
2023-02-01 23:14:54;2023-02-01 23:17:39;Missing due to calibration or zero/span check;457.14558878504675
2023-02-01 23:19:54;2023-02-01 23:21:18;Missing due to calibration or zero/span check;315.7491917808219
2023-02-01 23:31:15;2023-02-01 23:31:17;Missing due to calibration or zero/span check;873.1469999999999
2023-02-01 23:31:23;2023-02-01 23:31:29;Missing due to calibration or zero/span check;1077.7461428571428
2023-02-01 23:31:34;2023-02-01 23:31:40;Missing due to calibration or zero/span check;978.1852857142858
2023-02-01 23:31:48;2023-02-01 23:31:51;Missing due to calibration or zero/span check;844.17125
2023-02-01 23:31:58;2023-02-01 23:32:01;Missing due to calibration or zero/span check;891.68025
2023-02-01 23:34:54;2023-02-01 23:38:08;Missing due to calibration or zero/span check;410.3044124293785
2023-02-01 23:39:54;2023-02-01 23:40:55;Missing due to calibration or zero/span check;428.6212195121951
2023-02-01 23:44:54;2023-02-01 23:48:27;Missing due to calibration or zero/span check;441.62921182266007
2023-02-01 23:49:54;2023-02-01 23:52:05;Missing due to calibration or zero/span check;430.6373285714286
2023-02-01 23:54:54;2023-02-01 23:57:21;Missing due to calibration or zero/span check;264.0204444444445
2023-02-02 00:00:02;2023-02-02 00:00:42;Missing due to calibration or zero/span check;154.49287804878048
2023-02-02 00:04:04;2023-02-02 00:04:04;Missing due to calibration or zero/span check;266.779
2023-02-02 00:04:12;2023-02-02 00:04:16;Missing due to calibration or zero/span check;290.5716
2023-02-02 00:09:54;2023-02-02 00:12:58;Missing due to calibration or zero/span check;405.98019879518074
2023-02-02 00:14:54;2023-02-02 00:15:58;Missing due to calibration or zero/span check;393.34546341463414
2023-02-02 00:19:43;2023-02-02 00:19:43;Missing due to calibration or zero/span check;511.896
2023-02-02 00:19:46;2023-02-02 00:19:46;Missing due to calibration or zero/span check;524.465
2023-02-02 00:19:54;2023-02-02 00:21:12;Missing due to calibration or zero/span check;391.97173529411765
2023-02-02 00:24:54;2023-02-02 00:28:05;Missing due to calibration or zero/span check;336.4966769230769
2023-02-02 00:29:54;2023-02-02 00:31:16;Missing due to calibration or zero/span check;231.73842253521127
2023-02-02 00:43:34;2023-02-02 00:43:34;Missing due to calibration or zero/span check;362.904
2023-02-02 00:44:54;2023-02-02 00:48:02;Missing due to calibration or zero/span check;409.1993668639053
2023-02-02 00:49:54;2023-02-02 00:53:11;Missing due to calibration or zero/span check;388.8197398843931
2023-02-02 00:54:54;2023-02-02 00:55:45;Missing due to calibration or zero/span check;384.97668292682926
2023-02-02 00:57:36;2023-02-02 00:57:36;Missing due to calibration or zero/span check;3482.671
2023-02-02 00:59:54;2023-02-02 01:01:56;Missing due to calibration or zero/span check;383.5913571428572
2023-02-02 01:04:54;2023-02-02 01:07:20;Missing due to calibration or zero/span check;224.08411940298507
2023-02-02 01:19:54;2023-02-02 01:22:27;Missing due to calibration or zero/span check;365.3698897058824
2023-02-02 01:24:54;2023-02-02 01:26:31;Missing due to calibration or zero/span check;447.37977631578946
2023-02-02 01:29:54;2023-02-02 01:32:04;Missing due to calibration or zero/span check;455.1423140495868
2023-02-02 01:34:54;2023-02-02 01:37:56;Missing due to calibration or zero/span check;357.4181587301587
2023-02-02 01:39:54;2023-02-02 01:41:08;Missing due to calibration or zero/span check;234.76809523809524
2023-02-02 01:46:24;2023-02-02 01:46:24;Missing due to calibration or zero/span check;307.488
2023-02-02 01:46:26;2023-02-02 01:46:26;Missing due to calibration or zero/span check;335.484
2023-02-02 01:46:37;2023-02-02 01:46:38;Missing due to calibration or zero/span check;315.3455
2023-02-02 01:46:46;2023-02-02 01:46:49;Missing due to calibration or zero/span check;316.23525
2023-02-02 01:54:55;2023-02-02 01:57:41;Missing due to calibration or zero/span check;318.1930472972973
2023-02-02 01:59:55;2023-02-02 02:02:10;Missing due to calibration or zero/span check;304.6226017699115
