datetime,pollution_flag,ccn_flag,ccn_sursaturation,ccn_conc
2023-02-01 07:40:36,0.0,0.0,0.1,132.427
2023-02-01 07:40:37,0.0,0.0,0.1,149.701
2023-02-01 07:40:38,0.0,0.0,0.1,186.121
2023-02-01 07:40:39,0.0,0.0,0.1,151.538
2023-02-01 07:40:40,0.0,0.0,0.1,168.208
2023-02-01 07:40:41,0.0,0.0,0.1,131.463
2023-02-01 07:40:42,0.0,0.0,0.1,131.248
2023-02-01 07:40:43,0.0,0.0,0.1,130.526
2023-02-01 07:40:44,0.0,0.0,0.1,129.91
2023-02-01 07:40:45,0.0,0.0,0.1,158.408
2023-02-01 07:40:46,0.0,0.0,0.1,163.341
2023-02-01 07:40:47,0.0,0.0,0.1,162.566
2023-02-01 07:40:48,0.0,0.0,0.1,143.974
2023-02-01 07:40:49,0.0,0.0,0.1,125.903
2023-02-01 07:40:50,0.0,0.0,0.1,141.404
2023-02-01 07:40:51,0.0,0.0,0.1,147.069
2023-02-01 07:40:52,0.0,0.0,0.1,141.609
2023-02-01 07:40:53,0.0,0.0,0.1,126.207
2023-02-01 07:40:54,0.0,0.0,0.1,186.037
2023-02-01 07:40:55,0.0,0.0,0.1,169.907
2023-02-01 07:40:56,0.0,0.0,0.1,171.059
2023-02-01 07:40:57,0.0,0.0,0.1,148.621
2023-02-01 07:40:58,0.0,0.0,0.1,181.874
2023-02-01 07:40:59,0.0,0.0,0.1,176.865
2023-02-01 07:41:00,0.0,0.0,0.1,135.847
2023-02-01 07:41:01,0.0,0.0,0.1,107.796
2023-02-01 07:41:02,0.0,0.0,0.1,122.928
2023-02-01 07:41:03,0.0,0.0,0.1,125.149
2023-02-01 07:41:04,0.0,0.0,0.1,155.541
2023-02-01 07:41:05,0.0,0.0,0.1,140.133
2023-02-01 07:41:06,0.0,0.0,0.1,161.801
2023-02-01 07:41:07,0.0,0.0,0.1,190.895
2023-02-01 07:41:08,0.0,0.0,0.1,188.324
2023-02-01 07:41:09,0.0,0.0,0.1,239.824
2023-02-01 07:41:10,0.0,0.0,0.1,204.23
2023-02-01 07:41:11,0.0,0.0,0.1,196.886
2023-02-01 07:41:12,0.0,0.0,0.1,160.744
2023-02-01 07:41:13,0.0,0.0,0.1,149.429
2023-02-01 07:41:14,0.0,0.0,0.1,155.563
2023-02-01 07:41:15,0.0,0.0,0.1,139.548
2023-02-01 07:41:16,0.0,0.0,0.1,155.92
2023-02-01 07:41:17,0.0,0.0,0.1,142.417
2023-02-01 07:41:18,0.0,0.0,0.1,121.39
2023-02-01 07:41:19,0.0,0.0,0.1,146.926
2023-02-01 07:41:20,0.0,0.0,0.1,123.24
2023-02-01 07:41:21,0.0,0.0,0.1,130.005
2023-02-01 07:41:22,0.0,0.0,0.1,160.09
2023-02-01 07:41:23,0.0,0.0,0.1,182.599
2023-02-01 07:41:24,0.0,0.0,0.1,185.93
2023-02-01 07:41:25,0.0,0.0,0.1,174.805
2023-02-01 07:41:26,0.0,0.0,0.1,186.719
2023-02-01 07:41:27,0.0,0.0,0.1,202.385
2023-02-01 07:41:28,0.0,0.0,0.1,158.994
2023-02-01 07:41:29,0.0,0.0,0.1,122.499
2023-02-01 07:41:30,0.0,0.0,0.1,105.478
2023-02-01 07:41:31,0.0,0.0,0.1,108.157
2023-02-01 07:41:32,0.0,0.0,0.1,131.025
2023-02-01 07:41:33,0.0,0.0,0.1,146.043
2023-02-01 07:41:34,0.0,0.0,0.1,152.513
2023-02-01 07:41:35,0.0,0.0,0.1,170.274
2023-02-01 07:41:36,0.0,0.0,0.1,187.328
2023-02-01 07:41:37,0.0,0.0,0.1,163.14
2023-02-01 07:41:38,0.0,0.0,0.1,186.536
2023-02-01 07:41:39,0.0,0.0,0.1,177.2
2023-02-01 07:41:40,0.0,0.0,0.1,153.961
2023-02-01 07:41:41,0.0,0.0,0.1,172.628
2023-02-01 07:41:42,0.0,0.0,0.1,132.247
2023-02-01 07:41:43,0.0,0.0,0.1,153.314
2023-02-01 07:41:44,0.0,0.0,0.1,136.881
2023-02-01 07:41:45,0.0,0.0,0.1,171.042
2023-02-01 07:41:46,0.0,0.0,0.1,181.786
2023-02-01 07:41:47,0.0,0.0,0.1,189.928
2023-02-01 07:41:48,0.0,0.0,0.1,166.583
2023-02-01 07:41:49,0.0,0.0,0.1,183.883
2023-02-01 07:41:50,0.0,0.0,0.1,194.3
2023-02-01 07:41:51,0.0,0.0,0.1,186.945
2023-02-01 07:41:52,0.0,0.0,0.1,135.041
2023-02-01 07:41:53,0.0,0.0,0.1,154.755
2023-02-01 07:41:54,0.0,0.0,0.1,185.827
2023-02-01 07:41:55,0.0,0.0,0.1,175.203
2023-02-01 07:41:56,0.0,0.0,0.1,179.289
2023-02-01 07:41:57,0.0,0.0,0.1,162.103
2023-02-01 07:41:58,0.0,0.0,0.1,171.286
2023-02-01 07:41:59,0.0,0.0,0.1,151.742
2023-02-01 07:42:00,0.0,0.0,0.1,179.352
2023-02-01 07:42:01,0.0,0.0,0.1,160.597
2023-02-01 07:42:02,0.0,0.0,0.1,142.92
2023-02-01 07:42:03,0.0,0.0,0.1,128.197
2023-02-01 07:42:04,0.0,0.0,0.1,144.519
2023-02-01 07:42:05,0.0,0.0,0.1,135.56
2023-02-01 07:42:06,0.0,0.0,0.1,146.476
2023-02-01 07:42:07,0.0,0.0,0.1,150.113
2023-02-01 07:42:08,0.0,0.0,0.1,193.739
2023-02-01 07:42:09,0.0,0.0,0.1,186.705
2023-02-01 07:42:10,0.0,0.0,0.1,167.76
2023-02-01 07:42:11,0.0,0.0,0.1,198.981
2023-02-01 07:42:12,0.0,0.0,0.1,179.258
2023-02-01 07:42:13,0.0,0.0,0.1,201.238
2023-02-01 07:42:14,0.0,0.0,0.1,180.151
2023-02-01 07:42:15,0.0,0.0,0.1,182.123
2023-02-01 07:42:16,0.0,0.0,0.1,144.133
2023-02-01 07:42:17,0.0,0.0,0.1,109.153
2023-02-01 07:42:18,0.0,0.0,0.1,129.86
2023-02-01 07:42:19,0.0,0.0,0.1,138.18
2023-02-01 07:42:20,0.0,0.0,0.1,111.387
2023-02-01 07:42:21,0.0,0.0,0.1,118.81
2023-02-01 07:42:22,0.0,0.0,0.1,150.651
2023-02-01 07:42:23,0.0,0.0,0.1,144.163
2023-02-01 07:42:24,0.0,0.0,0.1,131.594
2023-02-01 07:42:25,0.0,0.0,0.1,128.067
2023-02-01 07:42:26,0.0,0.0,0.1,130.801
2023-02-01 07:42:27,0.0,0.0,0.1,154.26
2023-02-01 07:42:28,0.0,0.0,0.1,184.935
2023-02-01 07:42:29,0.0,0.0,0.1,160.213
2023-02-01 07:42:30,0.0,0.0,0.1,157.315
2023-02-01 07:42:31,0.0,0.0,0.1,150.53
2023-02-01 07:42:32,0.0,0.0,0.1,140.858
2023-02-01 07:42:33,0.0,0.0,0.1,142.564
2023-02-01 07:42:34,0.0,0.0,0.1,139.654
2023-02-01 07:42:35,0.0,0.0,0.1,132.811
2023-02-01 07:42:36,0.0,0.0,0.1,122.896
2023-02-01 07:42:37,0.0,0.0,0.1,106.899
2023-02-01 07:42:38,0.0,0.0,0.1,93.542
2023-02-01 07:42:39,0.0,0.0,0.1,108.122
2023-02-01 07:42:40,0.0,0.0,0.1,103.409
2023-02-01 07:42:41,0.0,0.0,0.1,184.218
2023-02-01 07:42:42,0.0,0.0,0.1,162.491
2023-02-01 07:42:43,0.0,0.0,0.1,185.736
2023-02-01 07:42:44,0.0,0.0,0.1,172.882
2023-02-01 07:42:45,0.0,0.0,0.1,221.121
2023-02-01 07:42:46,0.0,0.0,0.1,201.498
2023-02-01 07:42:47,0.0,0.0,0.1,201.854
2023-02-01 07:42:48,0.0,0.0,0.1,193.272
2023-02-01 07:42:49,0.0,0.0,0.1,161.53
2023-02-01 07:42:50,0.0,0.0,0.1,168.25
2023-02-01 07:42:51,0.0,0.0,0.1,151.6
2023-02-01 07:42:52,0.0,0.0,0.1,102.001
2023-02-01 07:42:53,0.0,0.0,0.1,156.08
2023-02-01 07:42:54,0.0,0.0,0.1,132.263
2023-02-01 07:42:55,0.0,0.0,0.1,136.407
2023-02-01 07:42:56,0.0,0.0,0.1,151.6
2023-02-01 07:42:57,0.0,0.0,0.1,182.95
2023-02-01 07:42:58,0.0,0.0,0.1,159.589
2023-02-01 07:42:59,0.0,0.0,0.1,196.001
2023-02-01 07:43:00,0.0,0.0,0.1,241.271
2023-02-01 07:43:01,0.0,0.0,0.1,202.254
2023-02-01 07:43:02,0.0,0.0,0.1,174.936
2023-02-01 07:43:03,0.0,0.0,0.1,206.391
2023-02-01 07:43:04,0.0,0.0,0.1,177.153
2023-02-01 07:43:05,0.0,0.0,0.1,105.72
2023-02-01 07:43:06,0.0,0.0,0.1,142.55
2023-02-01 07:43:07,0.0,0.0,0.1,122.157
2023-02-01 07:43:08,0.0,0.0,0.1,151.017
2023-02-01 07:43:09,0.0,0.0,0.1,107.938
2023-02-01 07:43:10,0.0,0.0,0.1,171.118
2023-02-01 07:43:11,0.0,0.0,0.1,145.357
2023-02-01 07:43:12,0.0,0.0,0.1,133.947
2023-02-01 07:43:13,0.0,0.0,0.1,153.471
