ccn_sursaturation,ccn_flag,ccn_conc,datetime,pollution_flag
1.0,0.0,267.359,2021-02-05 06:40:47,0.0
1.0,0.0,274.808,2021-02-05 06:40:54,0.0
1.0,0.0,268.598,2021-02-05 06:40:56,0.0
1.0,0.0,263.223,2021-02-05 06:40:57,0.0
1.0,0.0,280.572,2021-02-05 06:41:04,0.0
1.0,0.0,285.606,2021-02-05 06:41:05,0.0
1.0,0.0,276.632,2021-02-05 06:41:06,0.0
1.0,0.0,280.821,2021-02-05 06:41:07,0.0
1.0,0.0,295.295,2021-02-05 06:41:13,0.0
1.0,0.0,343.182,2021-02-05 06:41:17,0.0
1.0,0.0,333.142,2021-02-05 06:41:18,0.0
1.0,0.0,267.421,2021-02-05 06:41:22,0.0
1.0,0.0,342.695,2021-02-05 06:41:24,0.0
1.0,0.0,263.481,2021-02-05 06:41:25,0.0
1.0,0.0,310.249,2021-02-05 06:41:32,0.0
1.0,0.0,305.284,2021-02-05 06:41:34,0.0
1.0,0.0,297.396,2021-02-05 06:41:37,0.0
1.0,0.0,278.523,2021-02-05 06:41:38,0.0
1.0,0.0,315.248,2021-02-05 06:41:39,0.0
1.0,0.0,306.837,2021-02-05 06:41:40,0.0
1.0,0.0,284.643,2021-02-05 06:41:46,0.0
1.0,0.0,300.509,2021-02-05 06:41:47,0.0
1.0,0.0,276.396,2021-02-05 06:41:48,0.0
1.0,0.0,320.725,2021-02-05 06:41:49,0.0
1.0,0.0,310.582,2021-02-05 06:41:54,0.0
1.0,0.0,315.512,2021-02-05 06:41:55,0.0
1.0,0.0,280.544,2021-02-05 06:41:57,0.0
1.0,0.0,264.211,2021-02-05 06:41:59,0.0
1.0,0.0,288.392,2021-02-05 06:42:02,0.0
1.0,0.0,264.825,2021-02-05 06:42:03,0.0
1.0,0.0,298.048,2021-02-05 06:42:04,0.0
1.0,0.0,272.119,2021-02-05 06:42:05,0.0
1.0,0.0,302.554,2021-02-05 06:42:06,0.0
1.0,0.0,276.808,2021-02-05 06:42:10,0.0
1.0,0.0,301.45,2021-02-05 06:42:15,0.0
1.0,0.0,261.663,2021-02-05 06:42:16,0.0
1.0,0.0,268.243,2021-02-05 06:42:18,0.0
1.0,0.0,262.536,2021-02-05 06:42:19,0.0
1.0,0.0,284.622,2021-02-05 06:42:20,0.0
1.0,0.0,300.6,2021-02-05 06:42:21,0.0
1.0,0.0,331.785,2021-02-05 06:42:23,0.0
1.0,0.0,274.769,2021-02-05 06:42:25,0.0
1.0,0.0,283.111,2021-02-05 06:42:26,0.0
1.0,0.0,304.177,2021-02-05 06:42:27,0.0
1.0,0.0,271.801,2021-02-05 06:42:29,0.0
1.0,0.0,265.581,2021-02-05 06:42:31,0.0
1.0,0.0,312.464,2021-02-05 06:42:35,0.0
1.0,0.0,275.498,2021-02-05 06:42:36,0.0
1.0,0.0,294.651,2021-02-05 06:42:38,0.0
1.0,0.0,274.859,2021-02-05 06:42:39,0.0
1.0,0.0,265.485,2021-02-05 06:42:40,0.0
1.0,0.0,285.803,2021-02-05 06:42:41,0.0
1.0,0.0,272.093,2021-02-05 06:42:44,0.0
1.0,0.0,305.769,2021-02-05 06:42:45,0.0
1.0,0.0,290.708,2021-02-05 06:42:46,0.0
1.0,0.0,267.712,2021-02-05 06:42:47,0.0
1.0,0.0,342.585,2021-02-05 06:42:53,0.0
1.0,0.0,311.458,2021-02-05 06:42:54,0.0
1.0,0.0,311.207,2021-02-05 06:42:55,0.0
1.0,0.0,275.263,2021-02-05 06:42:57,0.0
1.0,0.0,269.021,2021-02-05 06:43:00,0.0
1.0,0.0,267.202,2021-02-05 06:43:03,0.0
1.0,0.0,319.192,2021-02-05 06:43:07,0.0
1.0,0.0,313.371,2021-02-05 06:43:08,0.0
1.0,0.0,309.583,2021-02-05 06:43:09,0.0
1.0,0.0,290.611,2021-02-05 06:43:12,0.0
1.0,0.0,313.156,2021-02-05 06:43:13,0.0
1.0,0.0,275.943,2021-02-05 06:43:16,0.0
1.0,0.0,272.165,2021-02-05 06:43:17,0.0
1.0,0.0,299.339,2021-02-05 06:43:23,0.0
1.0,0.0,286.174,2021-02-05 06:43:24,0.0
1.0,0.0,291.418,2021-02-05 06:43:25,0.0
1.0,0.0,267.034,2021-02-05 06:43:28,0.0
1.0,0.0,298.205,2021-02-05 06:43:30,0.0
1.0,0.0,261.933,2021-02-05 06:43:31,0.0
1.0,0.0,286.898,2021-02-05 06:43:32,0.0
1.0,0.0,288.746,2021-02-05 06:43:35,0.0
1.0,0.0,277.142,2021-02-05 06:43:36,0.0
1.0,0.0,338.17,2021-02-06 01:55:25,0.0
1.0,0.0,350.227,2021-02-06 01:55:26,0.0
1.0,0.0,365.498,2021-02-06 01:55:27,0.0
1.0,0.0,319.068,2021-02-06 01:55:29,0.0
1.0,0.0,272.839,2021-02-06 01:55:31,0.0
1.0,0.0,330.255,2021-02-06 01:55:32,0.0
1.0,0.0,340.037,2021-02-06 01:55:36,0.0
1.0,0.0,275.152,2021-02-06 01:55:37,0.0
1.0,0.0,301.786,2021-02-06 01:55:38,0.0
1.0,0.0,328.656,2021-02-06 01:55:39,0.0
1.0,0.0,377.639,2021-02-06 01:55:40,0.0
1.0,0.0,389.682,2021-02-06 01:55:41,0.0
1.0,0.0,366.017,2021-02-06 01:55:42,0.0
1.0,0.0,287.004,2021-02-06 01:55:44,0.0
1.0,0.0,291.373,2021-02-06 01:55:45,0.0
1.0,0.0,365.562,2021-02-06 01:55:46,0.0
1.0,0.0,371.495,2021-02-06 01:55:47,0.0
1.0,0.0,327.831,2021-02-06 01:55:48,0.0
1.0,0.0,381.207,2021-02-06 01:55:49,0.0
1.0,0.0,358.071,2021-02-06 01:55:50,0.0
1.0,0.0,364.392,2021-02-06 01:55:51,0.0
1.0,0.0,335.381,2021-02-06 01:55:52,0.0
1.0,0.0,378.712,2021-02-06 01:55:53,0.0
1.0,0.0,337.584,2021-02-06 01:55:54,0.0
1.0,0.0,347.614,2021-02-06 01:55:55,0.0
1.0,0.0,337.748,2021-02-06 01:55:56,0.0
1.0,0.0,310.518,2021-02-06 01:55:57,0.0
1.0,0.0,335.813,2021-02-06 01:55:58,0.0
1.0,0.0,338.607,2021-02-06 01:55:59,0.0
1.0,0.0,326.122,2021-02-06 01:56:00,0.0
1.0,0.0,263.544,2021-02-06 05:25:44,0.0
1.0,0.0,265.546,2021-02-06 05:25:47,0.0
1.0,0.0,271.82,2021-02-06 05:25:48,0.0
1.0,0.0,261.419,2021-02-06 05:25:53,0.0
1.0,0.0,256.891,2021-02-06 05:25:57,0.0
1.0,0.0,281.812,2021-02-06 05:25:59,0.0
1.0,0.0,257.83,2021-02-06 05:26:01,0.0
1.0,0.0,252.753,2021-02-06 05:26:02,0.0
1.0,0.0,258.548,2021-02-06 05:26:07,0.0
1.0,0.0,250.378,2021-02-06 05:26:08,0.0
1.0,0.0,267.823,2021-02-06 05:26:09,0.0
1.0,0.0,247.911,2021-02-06 05:26:10,0.0
1.0,0.0,258.195,2021-02-06 05:26:11,0.0
1.0,0.0,270.076,2021-02-06 05:26:18,0.0
1.0,0.0,265.418,2021-02-06 05:26:19,0.0
1.0,0.0,252.614,2021-02-06 05:26:20,0.0
1.0,0.0,256.232,2021-02-06 05:26:23,0.0
1.0,0.0,251.059,2021-02-06 05:26:24,0.0
1.0,0.0,261.565,2021-02-06 05:26:27,0.0
1.0,0.0,254.269,2021-02-06 05:26:28,0.0
1.0,0.0,279.264,2021-02-06 05:26:29,0.0
1.0,0.0,253.554,2021-02-06 05:26:32,0.0
1.0,0.0,273.86,2021-02-06 05:26:34,0.0
1.0,0.0,255.292,2021-02-06 05:26:37,0.0
1.0,0.0,249.521,2021-02-06 05:26:38,0.0
1.0,0.0,252.825,2021-02-06 05:26:39,0.0
1.0,0.0,257.951,2021-02-06 05:26:41,0.0
1.0,0.0,276.962,2021-02-06 05:26:43,0.0
1.0,0.0,287.904,2021-02-06 05:26:44,0.0
1.0,0.0,306.237,2021-02-06 05:26:45,0.0
1.0,0.0,258.011,2021-02-06 05:26:46,0.0
1.0,0.0,248.416,2021-02-06 05:26:55,0.0
1.0,0.0,257.869,2021-02-06 05:26:56,0.0
1.0,0.0,247.649,2021-02-06 05:26:57,0.0
1.0,0.0,267.577,2021-02-06 05:27:00,0.0
1.0,0.0,252.652,2021-02-06 05:27:04,0.0
1.0,0.0,286.0,2021-02-06 05:27:06,0.0
1.0,0.0,309.943,2021-02-06 05:27:07,0.0
1.0,0.0,245.946,2021-02-06 05:27:08,0.0
1.0,0.0,255.047,2021-02-06 05:27:10,0.0
1.0,0.0,307.297,2021-02-06 05:27:15,0.0
1.0,0.0,298.204,2021-02-06 05:27:16,0.0
1.0,0.0,269.756,2021-02-06 05:27:17,0.0
1.0,0.0,249.191,2021-02-06 05:27:19,0.0
1.0,0.0,263.261,2021-02-06 05:27:20,0.0
1.0,0.0,247.564,2021-02-06 05:27:23,0.0
1.0,0.0,279.697,2021-02-06 05:27:25,0.0
1.0,0.0,266.997,2021-02-06 05:27:30,0.0
1.0,0.0,255.015,2021-02-06 05:27:31,0.0
1.0,0.0,263.342,2021-02-06 05:27:34,0.0
1.0,0.0,254.172,2021-02-06 05:27:35,0.0
1.0,0.0,270.016,2021-02-06 05:27:36,0.0
1.0,0.0,300.617,2021-02-06 05:27:37,0.0
1.0,0.0,281.623,2021-02-06 05:27:39,0.0
1.0,0.0,256.666,2021-02-06 05:27:41,0.0
1.0,0.0,270.326,2021-02-06 05:27:48,0.0
1.0,0.0,300.389,2021-02-06 05:27:49,0.0
1.0,0.0,278.403,2021-02-06 05:27:50,0.0
1.0,0.0,271.412,2021-02-06 05:27:51,0.0
1.0,0.0,250.223,2021-02-06 05:27:54,0.0
1.0,0.0,249.461,2021-02-06 05:27:55,0.0
1.0,0.0,254.911,2021-02-06 05:27:59,0.0
1.0,0.0,271.033,2021-02-06 05:28:00,0.0
