ccn_sursaturation,pollution_flag,ccn_conc,datetime,ccn_flag
0.4,0.0,155.229,2021-02-05 06:27:47,0.0
0.4,0.0,174.299,2021-02-05 06:27:48,0.0
0.4,0.0,170.499,2021-02-05 06:27:49,0.0
0.4,0.0,146.855,2021-02-05 06:27:50,0.0
0.4,0.0,199.756,2021-02-05 06:27:51,0.0
0.4,0.0,174.453,2021-02-05 06:27:52,0.0
0.4,0.0,184.051,2021-02-05 06:27:53,0.0
0.4,0.0,156.57,2021-02-05 06:27:54,0.0
0.4,0.0,181.035,2021-02-05 06:27:55,0.0
0.4,0.0,213.502,2021-02-05 06:27:56,0.0
0.4,0.0,181.238,2021-02-05 06:27:57,0.0
0.4,0.0,195.211,2021-02-05 06:27:58,0.0
0.4,0.0,218.395,2021-02-05 06:27:59,0.0
0.4,0.0,210.272,2021-02-05 06:28:00,0.0
0.4,0.0,204.319,2021-02-05 06:28:01,0.0
0.4,0.0,180.705,2021-02-05 06:28:02,0.0
0.4,0.0,182.222,2021-02-05 06:28:03,0.0
0.4,0.0,189.474,2021-02-05 06:28:04,0.0
0.4,0.0,207.503,2021-02-05 06:28:05,0.0
0.4,0.0,164.646,2021-02-05 06:28:06,0.0
0.4,0.0,187.488,2021-02-05 06:28:07,0.0
0.4,0.0,212.201,2021-02-05 06:28:08,0.0
0.4,0.0,163.283,2021-02-05 06:28:09,0.0
0.4,0.0,189.026,2021-02-05 06:28:10,0.0
0.4,0.0,163.969,2021-02-05 06:28:11,0.0
0.4,0.0,216.343,2021-02-05 06:28:12,0.0
0.4,0.0,180.932,2021-02-05 06:28:13,0.0
0.4,0.0,183.422,2021-02-05 06:28:14,0.0
0.4,0.0,148.849,2021-02-05 06:28:15,0.0
0.4,0.0,170.145,2021-02-05 06:28:16,0.0
0.4,0.0,160.568,2021-02-05 06:28:17,0.0
0.4,0.0,172.085,2021-02-05 06:28:18,0.0
0.4,0.0,213.951,2021-02-05 06:28:19,0.0
0.4,0.0,173.616,2021-02-05 06:28:20,0.0
0.4,0.0,162.01,2021-02-05 06:28:21,0.0
0.4,0.0,195.485,2021-02-05 06:28:22,0.0
0.4,0.0,162.319,2021-02-05 06:28:23,0.0
0.4,0.0,186.698,2021-02-05 06:28:24,0.0
0.4,0.0,172.2,2021-02-05 06:28:25,0.0
0.4,0.0,166.262,2021-02-05 06:28:26,0.0
0.4,0.0,210.467,2021-02-05 06:28:27,0.0
0.4,0.0,197.126,2021-02-05 06:28:28,0.0
0.4,0.0,189.319,2021-02-05 06:28:29,0.0
0.4,0.0,193.511,2021-02-05 06:28:30,0.0
0.4,0.0,149.088,2021-02-05 06:28:31,0.0
0.4,0.0,204.68,2021-02-05 06:28:32,0.0
0.4,0.0,171.079,2021-02-05 06:28:33,0.0
0.4,0.0,158.205,2021-02-05 06:28:34,0.0
0.4,0.0,202.222,2021-02-05 06:28:35,0.0
0.4,0.0,188.847,2021-02-05 06:28:36,0.0
0.4,0.0,238.436,2021-02-05 06:28:37,0.0
0.4,0.0,178.176,2021-02-05 06:28:38,0.0
0.6,0.0,212.454,2021-02-05 06:29:46,0.0
0.6,0.0,251.897,2021-02-05 06:29:47,0.0
0.6,0.0,229.378,2021-02-05 06:29:48,0.0
0.6,0.0,291.582,2021-02-05 06:29:49,0.0
0.6,0.0,243.187,2021-02-05 06:29:50,0.0
0.6,0.0,223.464,2021-02-05 06:29:51,0.0
0.6,0.0,207.676,2021-02-05 06:29:52,0.0
0.6,0.0,223.65,2021-02-05 06:29:53,0.0
0.6,0.0,207.829,2021-02-05 06:29:54,0.0
0.6,0.0,231.714,2021-02-05 06:29:56,0.0
0.6,0.0,216.354,2021-02-05 06:29:57,0.0
0.6,0.0,214.975,2021-02-05 06:29:58,0.0
0.6,0.0,251.746,2021-02-05 06:29:59,0.0
0.6,0.0,212.149,2021-02-05 06:30:00,0.0
0.6,0.0,215.852,2021-02-05 06:30:01,0.0
0.6,0.0,239.905,2021-02-05 06:30:02,0.0
0.6,0.0,224.314,2021-02-05 06:30:03,0.0
0.6,0.0,192.964,2021-02-05 06:30:04,0.0
0.6,0.0,207.68,2021-02-05 06:30:05,0.0
0.6,0.0,239.133,2021-02-05 06:30:06,0.0
0.6,0.0,205.269,2021-02-05 06:30:07,0.0
0.6,0.0,252.388,2021-02-05 06:30:08,0.0
0.6,0.0,246.807,2021-02-05 06:30:09,0.0
0.6,0.0,218.182,2021-02-05 06:30:10,0.0
0.6,0.0,209.233,2021-02-05 06:30:11,0.0
0.6,0.0,220.358,2021-02-05 06:30:12,0.0
0.6,0.0,225.809,2021-02-05 06:30:13,0.0
0.6,0.0,218.763,2021-02-05 06:30:14,0.0
0.6,0.0,227.115,2021-02-05 06:30:15,0.0
0.6,0.0,245.223,2021-02-05 06:30:16,0.0
0.6,0.0,204.408,2021-02-05 06:30:17,0.0
0.6,0.0,259.454,2021-02-05 06:30:18,0.0
0.6,0.0,247.457,2021-02-05 06:30:19,0.0
0.6,0.0,261.14,2021-02-05 06:30:20,0.0
0.6,0.0,242.407,2021-02-05 06:30:21,0.0
0.6,0.0,272.07,2021-02-05 06:30:22,0.0
0.6,0.0,195.058,2021-02-05 06:30:23,0.0
0.6,0.0,220.633,2021-02-05 06:30:24,0.0
0.6,0.0,246.31,2021-02-05 06:30:25,0.0
0.6,0.0,205.27,2021-02-05 06:30:26,0.0
0.6,0.0,264.645,2021-02-05 06:30:27,0.0
0.6,0.0,226.153,2021-02-05 06:30:28,0.0
0.6,0.0,274.713,2021-02-05 06:30:29,0.0
0.6,0.0,218.026,2021-02-05 06:30:30,0.0
0.6,0.0,199.181,2021-02-05 06:30:31,0.0
0.6,0.0,207.362,2021-02-05 06:30:32,0.0
0.6,0.0,261.479,2021-02-05 06:30:33,0.0
0.6,0.0,257.281,2021-02-05 06:30:34,0.0
0.6,0.0,282.064,2021-02-05 06:30:35,0.0
0.6,0.0,235.531,2021-02-05 06:30:36,0.0
0.6,0.0,235.989,2021-02-05 06:30:37,0.0
0.6,0.0,216.775,2021-02-05 06:30:38,0.0
0.6,0.0,192.436,2021-02-05 06:30:39,0.0
0.6,0.0,225.161,2021-02-05 06:30:40,0.0
0.6,0.0,226.374,2021-02-05 06:30:41,0.0
0.6,0.0,279.551,2021-02-05 06:30:42,0.0
0.6,0.0,244.261,2021-02-05 06:30:43,0.0
0.6,0.0,253.736,2021-02-05 06:30:44,0.0
0.6,0.0,205.096,2021-02-05 06:30:45,0.0
0.6,0.0,207.913,2021-02-05 06:30:46,0.0
0.6,0.0,231.152,2021-02-05 06:30:47,0.0
0.6,0.0,245.765,2021-02-05 06:30:48,0.0
0.6,0.0,243.665,2021-02-05 06:30:49,0.0
0.6,0.0,197.904,2021-02-05 06:30:50,0.0
0.6,0.0,254.036,2021-02-05 06:30:51,0.0
0.6,0.0,210.976,2021-02-05 06:30:52,0.0
0.6,0.0,202.031,2021-02-05 06:30:53,0.0
0.6,0.0,184.614,2021-02-05 06:30:54,0.0
0.6,0.0,244.093,2021-02-05 06:30:55,0.0
0.6,0.0,224.162,2021-02-05 06:30:56,0.0
0.6,0.0,243.999,2021-02-05 06:30:57,0.0
0.6,0.0,229.082,2021-02-05 06:30:58,0.0
0.6,0.0,218.977,2021-02-05 06:30:59,0.0
0.6,0.0,169.088,2021-02-05 06:31:00,0.0
0.6,0.0,231.77,2021-02-05 06:31:01,0.0
0.6,0.0,236.198,2021-02-05 06:31:02,0.0
0.6,0.0,226.894,2021-02-05 06:31:03,0.0
0.6,0.0,226.469,2021-02-05 06:31:04,0.0
0.6,0.0,209.22,2021-02-05 06:31:05,0.0
0.6,0.0,182.155,2021-02-05 06:31:06,0.0
0.6,0.0,216.745,2021-02-05 06:31:07,0.0
0.6,0.0,213.601,2021-02-05 06:31:08,0.0
0.6,0.0,206.765,2021-02-05 06:31:09,0.0
0.6,0.0,215.7,2021-02-05 06:31:10,0.0
0.6,0.0,231.073,2021-02-05 06:31:11,0.0
0.6,0.0,217.004,2021-02-05 06:31:12,0.0
0.6,0.0,231.519,2021-02-05 06:31:13,0.0
0.6,0.0,241.27,2021-02-05 06:31:14,0.0
0.6,0.0,240.92,2021-02-05 06:31:15,0.0
0.6,0.0,256.865,2021-02-05 06:31:16,0.0
0.6,0.0,207.83,2021-02-05 06:31:17,0.0
0.6,0.0,215.987,2021-02-05 06:31:18,0.0
0.6,0.0,212.599,2021-02-05 06:31:19,0.0
0.6,0.0,239.892,2021-02-05 06:31:20,0.0
0.6,0.0,251.636,2021-02-05 06:31:21,0.0
0.6,0.0,230.699,2021-02-05 06:31:22,0.0
0.6,0.0,221.917,2021-02-05 06:31:23,0.0
0.6,0.0,266.708,2021-02-05 06:31:24,0.0
0.6,0.0,223.016,2021-02-05 06:31:25,0.0
0.6,0.0,204.151,2021-02-05 06:31:26,0.0
0.6,0.0,238.298,2021-02-05 06:31:27,0.0
0.6,0.0,220.681,2021-02-05 06:31:28,0.0
0.6,0.0,244.888,2021-02-05 06:31:29,0.0
0.6,0.0,244.673,2021-02-05 06:31:30,0.0
0.6,0.0,236.122,2021-02-05 06:31:31,0.0
0.6,0.0,228.663,2021-02-05 06:31:32,0.0
0.6,0.0,214.139,2021-02-05 06:31:33,0.0
0.6,0.0,275.454,2021-02-05 06:31:34,0.0
0.6,0.0,246.405,2021-02-05 06:31:35,0.0
0.6,0.0,213.974,2021-02-05 06:31:36,0.0
0.6,0.0,185.633,2021-02-05 06:31:37,0.0
0.6,0.0,223.373,2021-02-05 06:31:38,0.0
0.6,0.0,194.0,2021-02-05 06:31:39,0.0
0.6,0.0,236.109,2021-02-05 06:31:40,0.0
0.6,0.0,220.809,2021-02-05 06:31:41,0.0
0.6,0.0,232.914,2021-02-05 06:31:42,0.0
0.6,0.0,234.34,2021-02-05 06:31:43,0.0
0.6,0.0,252.358,2021-02-05 06:31:44,0.0
0.6,0.0,239.091,2021-02-05 06:31:45,0.0
0.6,0.0,223.982,2021-02-05 06:31:46,0.0
0.6,0.0,238.153,2021-02-05 06:31:47,0.0
0.6,0.0,282.238,2021-02-05 06:31:48,0.0
0.6,0.0,223.827,2021-02-05 06:31:49,0.0
0.6,0.0,215.266,2021-02-05 06:31:50,0.0
0.6,0.0,197.972,2021-02-05 06:31:51,0.0
0.6,0.0,225.517,2021-02-05 06:31:52,0.0
0.6,0.0,202.338,2021-02-05 06:31:53,0.0
0.6,0.0,212.035,2021-02-05 06:31:54,0.0
0.6,0.0,222.244,2021-02-05 06:31:55,0.0
0.6,0.0,212.367,2021-02-05 06:31:56,0.0
0.6,0.0,230.797,2021-02-05 06:31:57,0.0
0.6,0.0,214.197,2021-02-05 06:31:58,0.0
0.6,0.0,205.865,2021-02-05 06:31:59,0.0
0.6,0.0,227.452,2021-02-05 06:32:00,0.0
0.6,0.0,246.39,2021-02-05 06:32:01,0.0
0.6,0.0,216.829,2021-02-05 06:32:02,0.0
0.6,0.0,201.05,2021-02-05 06:32:03,0.0
0.6,0.0,240.587,2021-02-05 06:32:04,0.0
0.6,0.0,236.74,2021-02-05 06:32:05,0.0
0.6,0.0,216.218,2021-02-05 06:32:06,0.0
0.6,0.0,253.021,2021-02-05 06:32:07,0.0
0.6,0.0,222.256,2021-02-05 06:32:08,0.0
0.6,0.0,248.549,2021-02-05 06:32:09,0.0
0.6,0.0,225.64,2021-02-05 06:32:10,0.0
0.6,0.0,224.862,2021-02-05 06:32:11,0.0
0.6,0.0,219.471,2021-02-05 06:32:12,0.0
0.6,0.0,230.629,2021-02-05 06:32:13,0.0
0.6,0.0,214.153,2021-02-05 06:32:14,0.0
0.6,0.0,247.344,2021-02-05 06:32:15,0.0
0.6,0.0,220.223,2021-02-05 06:32:16,0.0
0.6,0.0,210.389,2021-02-05 06:32:17,0.0
0.6,0.0,225.954,2021-02-05 06:32:18,0.0
0.6,0.0,233.858,2021-02-05 06:32:19,0.0
0.6,0.0,237.421,2021-02-05 06:32:20,0.0
0.6,0.0,258.245,2021-02-05 06:32:21,0.0
0.6,0.0,229.649,2021-02-05 06:32:22,0.0
0.6,0.0,229.456,2021-02-05 06:32:23,0.0
0.6,0.0,208.413,2021-02-05 06:32:24,0.0
0.6,0.0,205.743,2021-02-05 06:32:25,0.0
0.6,0.0,213.264,2021-02-05 06:32:26,0.0
0.6,0.0,219.248,2021-02-05 06:32:27,0.0
0.6,0.0,230.698,2021-02-05 06:32:28,0.0
0.6,0.0,241.208,2021-02-05 06:32:29,0.0
0.6,0.0,241.829,2021-02-05 06:32:30,0.0
0.6,0.0,244.969,2021-02-05 06:32:31,0.0
0.6,0.0,224.744,2021-02-05 06:32:32,0.0
0.6,0.0,234.332,2021-02-05 06:32:33,0.0
0.6,0.0,226.715,2021-02-05 06:32:34,0.0
0.6,0.0,227.567,2021-02-05 06:32:35,0.0
0.6,0.0,217.395,2021-02-05 06:32:36,0.0
0.6,0.0,203.855,2021-02-05 06:32:37,0.0
0.6,0.0,190.159,2021-02-05 06:32:38,0.0
0.6,0.0,204.349,2021-02-05 06:32:39,0.0
0.6,0.0,224.886,2021-02-05 06:32:40,0.0
0.6,0.0,208.008,2021-02-05 06:32:41,0.0
0.6,0.0,246.382,2021-02-05 06:32:42,0.0
0.6,0.0,248.887,2021-02-05 06:32:43,0.0
0.6,0.0,233.51,2021-02-05 06:32:44,0.0
0.6,0.0,250.304,2021-02-05 06:32:45,0.0
0.6,0.0,233.322,2021-02-05 06:32:46,0.0
0.6,0.0,231.525,2021-02-05 06:32:47,0.0
0.6,0.0,248.219,2021-02-05 06:32:48,0.0
0.6,0.0,241.105,2021-02-05 06:32:49,0.0
0.6,0.0,239.554,2021-02-05 06:32:50,0.0
0.6,0.0,229.97,2021-02-05 06:32:51,0.0
0.6,0.0,207.432,2021-02-05 06:32:52,0.0
0.6,0.0,272.172,2021-02-05 06:32:53,0.0
0.6,0.0,226.652,2021-02-05 06:32:54,0.0
0.6,0.0,202.783,2021-02-05 06:32:55,0.0
0.6,0.0,225.514,2021-02-05 06:32:56,0.0
0.6,0.0,246.072,2021-02-05 06:32:57,0.0
0.6,0.0,222.809,2021-02-05 06:32:58,0.0
0.6,0.0,283.078,2021-02-05 06:32:59,0.0
0.6,0.0,216.105,2021-02-05 06:33:00,0.0
0.6,0.0,249.801,2021-02-05 06:33:01,0.0
0.6,0.0,234.337,2021-02-05 06:33:02,0.0
0.6,0.0,221.416,2021-02-05 06:33:03,0.0
0.6,0.0,256.733,2021-02-05 06:33:04,0.0
0.6,0.0,252.086,2021-02-05 06:33:05,0.0
0.6,0.0,224.632,2021-02-05 06:33:06,0.0
0.6,0.0,223.752,2021-02-05 06:33:07,0.0
0.6,0.0,219.147,2021-02-05 06:33:08,0.0
0.6,0.0,202.446,2021-02-05 06:33:09,0.0
0.6,0.0,205.35,2021-02-05 06:33:10,0.0
0.6,0.0,227.53,2021-02-05 06:33:11,0.0
0.6,0.0,217.399,2021-02-05 06:33:12,0.0
0.6,0.0,185.786,2021-02-05 06:33:13,0.0
0.6,0.0,229.288,2021-02-05 06:33:14,0.0
0.6,0.0,236.862,2021-02-05 06:33:15,0.0
0.6,0.0,220.767,2021-02-05 06:33:16,0.0
0.6,0.0,245.473,2021-02-05 06:33:18,0.0
0.6,0.0,196.861,2021-02-05 06:33:19,0.0
0.6,0.0,206.657,2021-02-05 06:33:20,0.0
0.6,0.0,217.257,2021-02-05 06:33:21,0.0
0.6,0.0,226.458,2021-02-05 06:33:22,0.0
0.6,0.0,253.788,2021-02-05 06:33:23,0.0
0.6,0.0,239.702,2021-02-05 06:33:24,0.0
0.6,0.0,215.814,2021-02-05 06:33:25,0.0
0.6,0.0,226.92,2021-02-05 06:33:26,0.0
0.6,0.0,203.545,2021-02-05 06:33:27,0.0
0.6,0.0,212.572,2021-02-05 06:33:28,0.0
0.6,0.0,228.783,2021-02-05 06:33:29,0.0
0.6,0.0,222.585,2021-02-05 06:33:30,0.0
0.6,0.0,226.333,2021-02-05 06:33:31,0.0
0.6,0.0,223.571,2021-02-05 06:33:32,0.0
0.6,0.0,225.247,2021-02-05 06:33:33,0.0
0.6,0.0,245.347,2021-02-05 06:33:34,0.0
0.6,0.0,204.833,2021-02-05 06:33:35,0.0
0.6,0.0,217.905,2021-02-05 06:33:36,0.0
0.6,0.0,244.469,2021-02-05 06:33:37,0.0
0.6,0.0,215.89,2021-02-05 06:33:38,0.0
0.8,0.0,215.15,2021-02-05 06:35:28,0.0
0.8,0.0,211.361,2021-02-05 06:35:29,0.0
0.8,0.0,221.996,2021-02-05 06:35:30,0.0
0.8,0.0,246.983,2021-02-05 06:35:31,0.0
0.8,0.0,280.06,2021-02-05 06:35:32,0.0
0.8,0.0,286.069,2021-02-05 06:35:33,0.0
0.8,0.0,239.308,2021-02-05 06:35:34,0.0
0.8,0.0,201.085,2021-02-05 06:35:35,0.0
0.8,0.0,221.33,2021-02-05 06:35:36,0.0
0.8,0.0,201.535,2021-02-05 06:35:37,0.0
0.8,0.0,234.097,2021-02-05 06:35:38,0.0
0.8,0.0,305.932,2021-02-05 06:35:39,0.0
0.8,0.0,336.081,2021-02-05 06:35:40,0.0
0.8,0.0,267.479,2021-02-05 06:35:41,0.0
0.8,0.0,206.556,2021-02-05 06:35:42,0.0
0.8,0.0,189.019,2021-02-05 06:35:43,0.0
0.8,0.0,225.837,2021-02-05 06:35:44,0.0
0.8,0.0,262.05,2021-02-05 06:35:45,0.0
0.8,0.0,238.245,2021-02-05 06:35:46,0.0
0.8,0.0,204.749,2021-02-05 06:35:47,0.0
0.8,0.0,179.102,2021-02-05 06:35:48,0.0
0.8,0.0,220.338,2021-02-05 06:35:49,0.0
0.8,0.0,213.054,2021-02-05 06:35:50,0.0
0.8,0.0,277.455,2021-02-05 06:35:51,0.0
0.8,0.0,256.279,2021-02-05 06:35:54,0.0
0.8,0.0,193.336,2021-02-05 06:35:55,0.0
0.8,0.0,239.022,2021-02-05 06:35:56,0.0
0.8,0.0,255.483,2021-02-05 06:35:57,0.0
0.8,0.0,283.53,2021-02-05 06:35:58,0.0
0.8,0.0,247.373,2021-02-05 06:35:59,0.0
0.8,0.0,276.845,2021-02-05 06:36:00,0.0
0.8,0.0,219.484,2021-02-05 06:36:01,0.0
0.8,0.0,249.346,2021-02-05 06:36:02,0.0
0.8,0.0,250.729,2021-02-05 06:36:03,0.0
0.8,0.0,226.143,2021-02-05 06:36:04,0.0
0.8,0.0,198.021,2021-02-05 06:36:05,0.0
0.8,0.0,260.578,2021-02-05 06:36:06,0.0
0.8,0.0,287.136,2021-02-05 06:36:07,0.0
0.8,0.0,288.195,2021-02-05 06:36:08,0.0
0.8,0.0,259.735,2021-02-05 06:36:09,0.0
0.8,0.0,248.365,2021-02-05 06:36:10,0.0
0.8,0.0,263.245,2021-02-05 06:36:11,0.0
0.8,0.0,251.881,2021-02-05 06:36:12,0.0
0.8,0.0,248.035,2021-02-05 06:36:13,0.0
0.8,0.0,204.81,2021-02-05 06:36:14,0.0
0.8,0.0,230.074,2021-02-05 06:36:15,0.0
0.8,0.0,221.9,2021-02-05 06:36:16,0.0
0.8,0.0,220.37,2021-02-05 06:36:17,0.0
0.8,0.0,232.576,2021-02-05 06:36:18,0.0
0.8,0.0,203.416,2021-02-05 06:36:19,0.0
0.8,0.0,224.249,2021-02-05 06:36:20,0.0
0.8,0.0,281.597,2021-02-05 06:36:21,0.0
0.8,0.0,247.658,2021-02-05 06:36:22,0.0
0.8,0.0,255.309,2021-02-05 06:36:23,0.0
0.8,0.0,257.993,2021-02-05 06:36:24,0.0
0.8,0.0,214.957,2021-02-05 06:36:25,0.0
0.8,0.0,214.74,2021-02-05 06:36:26,0.0
0.8,0.0,217.973,2021-02-05 06:36:27,0.0
0.8,0.0,242.921,2021-02-05 06:36:28,0.0
0.8,0.0,241.694,2021-02-05 06:36:29,0.0
0.8,0.0,247.169,2021-02-05 06:36:30,0.0
0.8,0.0,233.044,2021-02-05 06:36:31,0.0
0.8,0.0,236.845,2021-02-05 06:36:32,0.0
0.8,0.0,185.302,2021-02-05 06:36:33,0.0
0.8,0.0,247.44,2021-02-05 06:36:34,0.0
0.8,0.0,221.759,2021-02-05 06:36:35,0.0
0.8,0.0,251.326,2021-02-05 06:36:36,0.0
0.8,0.0,225.443,2021-02-05 06:36:37,0.0
0.8,0.0,254.148,2021-02-05 06:36:38,0.0
0.8,0.0,266.483,2021-02-05 06:36:39,0.0
0.8,0.0,256.308,2021-02-05 06:36:40,0.0
0.8,0.0,255.424,2021-02-05 06:36:41,0.0
0.8,0.0,223.654,2021-02-05 06:36:42,0.0
0.8,0.0,241.476,2021-02-05 06:36:43,0.0
0.8,0.0,212.965,2021-02-05 06:36:44,0.0
0.8,0.0,205.785,2021-02-05 06:36:45,0.0
0.8,0.0,257.991,2021-02-05 06:36:46,0.0
0.8,0.0,267.211,2021-02-05 06:36:47,0.0
0.8,0.0,276.415,2021-02-05 06:36:48,0.0
0.8,0.0,236.974,2021-02-05 06:36:49,0.0
0.8,0.0,274.87,2021-02-05 06:36:50,0.0
0.8,0.0,236.599,2021-02-05 06:36:51,0.0
0.8,0.0,244.087,2021-02-05 06:36:52,0.0
0.8,0.0,228.492,2021-02-05 06:36:53,0.0
0.8,0.0,224.11,2021-02-05 06:36:54,0.0
0.8,0.0,267.824,2021-02-05 06:36:55,0.0
0.8,0.0,274.07,2021-02-05 06:36:56,0.0
0.8,0.0,220.397,2021-02-05 06:36:57,0.0
0.8,0.0,256.977,2021-02-05 06:36:58,0.0
0.8,0.0,232.512,2021-02-05 06:36:59,0.0
0.8,0.0,234.678,2021-02-05 06:37:00,0.0
0.8,0.0,285.591,2021-02-05 06:37:01,0.0
0.8,0.0,192.851,2021-02-05 06:37:02,0.0
0.8,0.0,191.471,2021-02-05 06:37:03,0.0
0.8,0.0,228.352,2021-02-05 06:37:04,0.0
0.8,0.0,248.588,2021-02-05 06:37:05,0.0
0.8,0.0,214.944,2021-02-05 06:37:06,0.0
0.8,0.0,278.001,2021-02-05 06:37:07,0.0
0.8,0.0,303.037,2021-02-05 06:37:08,0.0
0.8,0.0,302.937,2021-02-05 06:37:09,0.0
0.8,0.0,281.069,2021-02-05 06:37:10,0.0
0.8,0.0,225.985,2021-02-05 06:37:11,0.0
0.8,0.0,194.598,2021-02-05 06:37:12,0.0
0.8,0.0,241.875,2021-02-05 06:37:13,0.0
0.8,0.0,203.901,2021-02-05 06:37:14,0.0
0.8,0.0,335.409,2021-02-05 06:37:15,0.0
0.8,0.0,297.52,2021-02-05 06:37:16,0.0
0.8,0.0,232.272,2021-02-05 06:37:17,0.0
0.8,0.0,179.189,2021-02-05 06:37:18,0.0
0.8,0.0,200.143,2021-02-05 06:37:19,0.0
0.8,0.0,230.399,2021-02-05 06:37:20,0.0
0.8,0.0,233.248,2021-02-05 06:37:21,0.0
0.8,0.0,226.257,2021-02-05 06:37:22,0.0
0.8,0.0,257.849,2021-02-05 06:37:23,0.0
0.8,0.0,288.044,2021-02-05 06:37:24,0.0
0.8,0.0,262.773,2021-02-05 06:37:25,0.0
0.8,0.0,230.685,2021-02-05 06:37:26,0.0
0.8,0.0,229.575,2021-02-05 06:37:27,0.0
0.8,0.0,222.676,2021-02-05 06:37:28,0.0
0.8,0.0,233.945,2021-02-05 06:37:29,0.0
0.8,0.0,232.303,2021-02-05 06:37:30,0.0
0.8,0.0,249.038,2021-02-05 06:37:31,0.0
0.8,0.0,228.674,2021-02-05 06:37:32,0.0
0.8,0.0,232.527,2021-02-05 06:37:33,0.0
0.8,0.0,227.349,2021-02-05 06:37:34,0.0
0.8,0.0,244.673,2021-02-05 06:37:35,0.0
0.8,0.0,268.466,2021-02-05 06:37:36,0.0
0.8,0.0,281.887,2021-02-05 06:37:37,0.0
0.8,0.0,289.748,2021-02-05 06:37:38,0.0
0.8,0.0,295.703,2021-02-05 06:37:39,0.0
0.8,0.0,252.451,2021-02-05 06:37:40,0.0
0.8,0.0,255.664,2021-02-05 06:37:41,0.0
0.8,0.0,266.718,2021-02-05 06:37:42,0.0
0.8,0.0,243.074,2021-02-05 06:37:43,0.0
0.8,0.0,269.82,2021-02-05 06:37:44,0.0
0.8,0.0,229.734,2021-02-05 06:37:45,0.0
0.8,0.0,237.804,2021-02-05 06:37:46,0.0
0.8,0.0,229.794,2021-02-05 06:37:47,0.0
0.8,0.0,235.814,2021-02-05 06:37:48,0.0
0.8,0.0,198.836,2021-02-05 06:37:49,0.0
0.8,0.0,206.962,2021-02-05 06:37:50,0.0
0.8,0.0,215.053,2021-02-05 06:37:51,0.0
0.8,0.0,251.193,2021-02-05 06:37:52,0.0
0.8,0.0,295.657,2021-02-05 06:37:53,0.0
0.8,0.0,331.035,2021-02-05 06:37:54,0.0
0.8,0.0,263.67,2021-02-05 06:37:55,0.0
0.8,0.0,257.637,2021-02-05 06:37:56,0.0
0.8,0.0,238.614,2021-02-05 06:37:57,0.0
0.8,0.0,239.047,2021-02-05 06:37:58,0.0
0.8,0.0,273.953,2021-02-05 06:37:59,0.0
0.8,0.0,225.597,2021-02-05 06:38:00,0.0
0.8,0.0,275.036,2021-02-05 06:38:01,0.0
0.8,0.0,273.235,2021-02-05 06:38:02,0.0
0.8,0.0,255.891,2021-02-05 06:38:03,0.0
0.8,0.0,206.242,2021-02-05 06:38:04,0.0
0.8,0.0,221.213,2021-02-05 06:38:05,0.0
0.8,0.0,248.19,2021-02-05 06:38:06,0.0
0.8,0.0,241.648,2021-02-05 06:38:07,0.0
0.8,0.0,261.367,2021-02-05 06:38:08,0.0
0.8,0.0,290.81,2021-02-05 06:38:09,0.0
0.8,0.0,300.957,2021-02-05 06:38:10,0.0
0.8,0.0,274.819,2021-02-05 06:38:11,0.0
0.8,0.0,229.191,2021-02-05 06:38:12,0.0
0.8,0.0,282.449,2021-02-05 06:38:13,0.0
0.8,0.0,247.255,2021-02-05 06:38:14,0.0
0.8,0.0,247.723,2021-02-05 06:38:15,0.0
0.8,0.0,271.42,2021-02-05 06:38:16,0.0
0.8,0.0,217.248,2021-02-05 06:38:17,0.0
0.8,0.0,195.933,2021-02-05 06:38:18,0.0
0.8,0.0,222.271,2021-02-05 06:38:19,0.0
0.8,0.0,258.443,2021-02-05 06:38:20,0.0
0.8,0.0,222.457,2021-02-05 06:38:21,0.0
0.8,0.0,273.537,2021-02-05 06:38:22,0.0
0.8,0.0,261.763,2021-02-05 06:38:23,0.0
0.8,0.0,274.649,2021-02-05 06:38:24,0.0
0.8,0.0,269.215,2021-02-05 06:38:25,0.0
0.8,0.0,250.124,2021-02-05 06:38:26,0.0
0.8,0.0,258.396,2021-02-05 06:38:27,0.0
0.8,0.0,215.628,2021-02-05 06:38:28,0.0
0.8,0.0,276.741,2021-02-05 06:38:29,0.0
0.8,0.0,257.38,2021-02-05 06:38:30,0.0
0.8,0.0,278.28,2021-02-05 06:38:31,0.0
0.8,0.0,280.148,2021-02-05 06:38:32,0.0
0.8,0.0,271.819,2021-02-05 06:38:33,0.0
0.8,0.0,260.727,2021-02-05 06:38:34,0.0
0.8,0.0,271.808,2021-02-05 06:38:35,0.0
0.8,0.0,218.247,2021-02-05 06:38:36,0.0
0.8,0.0,244.842,2021-02-05 06:38:37,0.0
0.8,0.0,201.691,2021-02-05 06:38:38,0.0
1.0,0.0,223.548,2021-02-05 06:40:07,0.0
1.0,0.0,221.142,2021-02-05 06:40:08,0.0
1.0,0.0,236.352,2021-02-05 06:40:09,0.0
1.0,0.0,243.824,2021-02-05 06:40:10,0.0
1.0,0.0,257.623,2021-02-05 06:40:11,0.0
1.0,0.0,234.967,2021-02-05 06:40:12,0.0
1.0,0.0,207.256,2021-02-05 06:40:13,0.0
1.0,0.0,197.744,2021-02-05 06:40:14,0.0
1.0,0.0,277.042,2021-02-05 06:40:15,0.0
