datetime,ccn_conc,pollution_flag,ccn_flag,ccn_sursaturation
2021-02-06 12:12:34,168.654,0.0,0.0,0.4
2021-02-06 12:12:35,172.903,0.0,0.0,0.4
2021-02-06 12:12:36,171.075,0.0,0.0,0.4
2021-02-06 12:12:38,131.753,0.0,0.0,0.4
2021-02-06 12:12:41,160.258,0.0,0.0,0.4
2021-02-06 12:12:42,146.977,0.0,0.0,0.4
2021-02-06 12:12:44,180.017,0.0,0.0,0.4
2021-02-06 12:12:46,149.79,0.0,0.0,0.4
2021-02-06 12:12:50,160.274,0.0,0.0,0.4
2021-02-06 12:12:51,140.597,0.0,0.0,0.4
2021-02-06 12:12:53,154.013,0.0,0.0,0.4
2021-02-06 12:12:54,164.614,0.0,0.0,0.4
2021-02-06 12:12:55,160.294,0.0,0.0,0.4
2021-02-06 12:12:57,145.014,0.0,0.0,0.4
2021-02-06 12:12:58,137.823,0.0,0.0,0.4
2021-02-06 12:12:59,143.713,0.0,0.0,0.4
2021-02-06 12:13:02,174.02,0.0,0.0,0.4
2021-02-06 12:13:03,172.241,0.0,0.0,0.4
2021-02-06 12:16:51,202.884,0.0,0.0,0.6
2021-02-06 12:16:52,188.234,0.0,0.0,0.6
2021-02-06 12:16:53,177.257,0.0,0.0,0.6
2021-02-06 12:16:56,196.215,0.0,0.0,0.6
2021-02-06 12:16:57,180.155,0.0,0.0,0.6
2021-02-06 12:16:58,168.613,0.0,0.0,0.6
2021-02-06 12:16:59,168.606,0.0,0.0,0.6
2021-02-06 12:17:00,180.361,0.0,0.0,0.6
2021-02-06 12:17:01,179.983,0.0,0.0,0.6
2021-02-06 12:17:03,172.03,0.0,0.0,0.6
2021-02-06 12:17:04,186.133,0.0,0.0,0.6
2021-02-06 12:17:05,178.023,0.0,0.0,0.6
2021-02-06 12:17:07,200.233,0.0,0.0,0.6
2021-02-06 12:17:08,171.029,0.0,0.0,0.6
2021-02-06 12:17:09,173.474,0.0,0.0,0.6
2021-02-06 12:17:11,183.796,0.0,0.0,0.6
2021-02-06 12:17:12,175.88,0.0,0.0,0.6
2021-02-06 12:17:13,212.887,0.0,0.0,0.6
2021-02-06 12:17:15,190.371,0.0,0.0,0.6
2021-02-06 12:17:17,141.384,0.0,0.0,0.6
2021-02-06 12:17:18,181.74,0.0,0.0,0.6
2021-02-06 12:17:19,206.489,0.0,0.0,0.6
2021-02-06 12:17:20,160.821,0.0,0.0,0.6
2021-02-06 12:17:21,157.978,0.0,0.0,0.6
2021-02-06 12:17:23,190.214,0.0,0.0,0.6
2021-02-06 12:17:24,177.816,0.0,0.0,0.6
2021-02-06 12:17:25,160.339,0.0,0.0,0.6
2021-02-06 12:17:26,149.084,0.0,0.0,0.6
2021-02-06 12:17:27,179.387,0.0,0.0,0.6
2021-02-06 12:17:28,191.938,0.0,0.0,0.6
2021-02-06 12:17:29,193.286,0.0,0.0,0.6
2021-02-06 12:17:30,204.018,0.0,0.0,0.6
2021-02-06 12:17:31,207.324,0.0,0.0,0.6
2021-02-06 12:17:32,168.374,0.0,0.0,0.6
2021-02-06 12:17:33,183.621,0.0,0.0,0.6
2021-02-06 12:17:34,160.074,0.0,0.0,0.6
2021-02-06 12:17:35,186.757,0.0,0.0,0.6
2021-02-06 12:17:36,169.542,0.0,0.0,0.6
2021-02-06 12:17:37,173.668,0.0,0.0,0.6
2021-02-06 12:17:41,171.355,0.0,0.0,0.6
2021-02-06 12:17:42,193.997,0.0,0.0,0.6
2021-02-06 12:17:43,199.162,0.0,0.0,0.6
2021-02-06 12:17:45,169.344,0.0,0.0,0.6
2021-02-06 12:17:46,176.566,0.0,0.0,0.6
2021-02-06 12:17:47,178.907,0.0,0.0,0.6
2021-02-06 12:17:48,191.602,0.0,0.0,0.6
2021-02-06 12:17:49,179.512,0.0,0.0,0.6
2021-02-06 12:17:51,179.079,0.0,0.0,0.6
2021-02-06 12:17:52,170.435,0.0,0.0,0.6
2021-02-06 12:17:53,164.036,0.0,0.0,0.6
2021-02-06 12:17:54,206.991,0.0,0.0,0.6
2021-02-06 12:17:55,198.406,0.0,0.0,0.6
2021-02-06 12:17:56,184.16,0.0,0.0,0.6
2021-02-06 12:17:58,178.543,0.0,0.0,0.6
2021-02-06 12:17:59,193.751,0.0,0.0,0.6
2021-02-06 12:18:00,196.296,0.0,0.0,0.6
2021-02-06 12:18:01,172.543,0.0,0.0,0.6
2021-02-06 12:18:02,178.018,0.0,0.0,0.6
2021-02-06 12:18:03,186.367,0.0,0.0,0.6
2021-02-06 12:18:04,162.939,0.0,0.0,0.6
2021-02-06 12:18:06,154.673,0.0,0.0,0.6
2021-02-06 12:18:07,154.629,0.0,0.0,0.6
2021-02-06 12:18:08,171.02,0.0,0.0,0.6
2021-02-06 12:18:11,160.78,0.0,0.0,0.6
2021-02-06 12:18:12,163.179,0.0,0.0,0.6
2021-02-06 12:18:13,210.443,0.0,0.0,0.6
2021-02-06 12:18:14,200.125,0.0,0.0,0.6
2021-02-06 12:18:15,128.755,0.0,0.0,0.6
2021-02-06 12:18:16,170.742,0.0,0.0,0.6
2021-02-06 12:18:17,211.521,0.0,0.0,0.6
2021-02-06 12:18:18,186.232,0.0,0.0,0.6
2021-02-06 12:18:19,180.49,0.0,0.0,0.6
2021-02-06 12:18:20,180.664,0.0,0.0,0.6
2021-02-06 12:18:23,169.592,0.0,0.0,0.6
2021-02-06 12:18:24,168.621,0.0,0.0,0.6
2021-02-06 12:18:25,186.472,0.0,0.0,0.6
2021-02-06 12:18:26,166.324,0.0,0.0,0.6
2021-02-06 12:18:28,186.183,0.0,0.0,0.6
2021-02-06 12:18:29,197.319,0.0,0.0,0.6
2021-02-06 12:18:30,172.559,0.0,0.0,0.6
2021-02-06 12:18:31,182.332,0.0,0.0,0.6
2021-02-06 12:18:32,155.756,0.0,0.0,0.6
2021-02-06 12:18:33,207.579,0.0,0.0,0.6
2021-02-06 12:18:34,156.06,0.0,0.0,0.6
2021-02-06 12:18:35,152.958,0.0,0.0,0.6
2021-02-06 12:18:36,187.613,0.0,0.0,0.6
2021-02-06 12:18:37,202.619,0.0,0.0,0.6
2021-02-06 12:18:38,214.018,0.0,0.0,0.6
2021-02-06 12:20:55,207.387,0.0,0.0,0.8
2021-02-06 12:20:56,241.641,0.0,0.0,0.8
2021-02-06 12:20:58,240.628,0.0,0.0,0.8
2021-02-06 12:20:59,240.1,0.0,0.0,0.8
2021-02-06 12:21:00,208.982,0.0,0.0,0.8
2021-02-06 12:21:01,204.757,0.0,0.0,0.8
2021-02-06 12:21:02,192.765,0.0,0.0,0.8
2021-02-06 12:21:05,228.164,0.0,0.0,0.8
2021-02-06 12:21:06,224.126,0.0,0.0,0.8
2021-02-06 12:21:07,206.778,0.0,0.0,0.8
2021-02-06 12:21:09,224.3,0.0,0.0,0.8
2021-02-06 12:21:12,199.487,0.0,0.0,0.8
2021-02-06 12:21:13,237.884,0.0,0.0,0.8
2021-02-06 12:21:14,269.273,0.0,0.0,0.8
2021-02-06 12:21:16,211.969,0.0,0.0,0.8
2021-02-06 12:21:17,190.132,0.0,0.0,0.8
2021-02-06 12:21:18,195.84,0.0,0.0,0.8
2021-02-06 12:21:19,213.771,0.0,0.0,0.8
2021-02-06 12:21:20,243.772,0.0,0.0,0.8
2021-02-06 12:21:21,264.834,0.0,0.0,0.8
2021-02-06 12:21:22,216.645,0.0,0.0,0.8
2021-02-06 12:21:27,235.12,0.0,0.0,0.8
2021-02-06 12:21:28,197.194,0.0,0.0,0.8
2021-02-06 12:21:29,224.622,0.0,0.0,0.8
2021-02-06 12:21:30,214.272,0.0,0.0,0.8
2021-02-06 12:21:31,210.572,0.0,0.0,0.8
2021-02-06 12:21:32,209.249,0.0,0.0,0.8
2021-02-06 12:21:33,228.471,0.0,0.0,0.8
2021-02-06 12:21:34,241.824,0.0,0.0,0.8
2021-02-06 12:21:35,292.519,0.0,0.0,0.8
2021-02-06 12:21:36,226.022,0.0,0.0,0.8
2021-02-06 12:21:37,178.308,0.0,0.0,0.8
2021-02-06 12:21:38,235.183,0.0,0.0,0.8
2021-02-06 12:21:39,193.289,0.0,0.0,0.8
2021-02-06 12:21:40,213.262,0.0,0.0,0.8
2021-02-06 12:21:41,227.889,0.0,0.0,0.8
2021-02-06 12:21:42,210.716,0.0,0.0,0.8
2021-02-06 12:21:43,210.178,0.0,0.0,0.8
2021-02-06 12:21:44,227.012,0.0,0.0,0.8
2021-02-06 12:21:45,215.66,0.0,0.0,0.8
2021-02-06 12:21:46,211.095,0.0,0.0,0.8
2021-02-06 12:21:47,230.998,0.0,0.0,0.8
2021-02-06 12:21:48,200.193,0.0,0.0,0.8
2021-02-06 12:21:49,201.969,0.0,0.0,0.8
2021-02-06 12:21:50,170.465,0.0,0.0,0.8
2021-02-06 12:21:51,226.736,0.0,0.0,0.8
2021-02-06 12:21:53,234.941,0.0,0.0,0.8
2021-02-06 12:21:54,242.482,0.0,0.0,0.8
2021-02-06 12:21:55,236.592,0.0,0.0,0.8
2021-02-06 12:21:56,195.66,0.0,0.0,0.8
2021-02-06 12:21:57,214.584,0.0,0.0,0.8
2021-02-06 12:21:58,235.693,0.0,0.0,0.8
2021-02-06 12:21:59,212.589,0.0,0.0,0.8
2021-02-06 12:22:00,207.587,0.0,0.0,0.8
2021-02-06 12:22:01,227.357,0.0,0.0,0.8
2021-02-06 12:22:02,230.25,0.0,0.0,0.8
2021-02-06 12:22:03,228.873,0.0,0.0,0.8
2021-02-06 12:22:04,257.241,0.0,0.0,0.8
2021-02-06 12:22:05,212.506,0.0,0.0,0.8
2021-02-06 12:22:06,173.298,0.0,0.0,0.8
2021-02-06 12:22:10,235.744,0.0,0.0,0.8
2021-02-06 12:22:11,218.825,0.0,0.0,0.8
2021-02-06 12:22:12,238.97,0.0,0.0,0.8
2021-02-06 12:22:13,203.602,0.0,0.0,0.8
2021-02-06 12:22:16,186.769,0.0,0.0,0.8
2021-02-06 12:22:17,221.268,0.0,0.0,0.8
2021-02-06 12:22:18,245.53,0.0,0.0,0.8
2021-02-06 12:22:19,224.583,0.0,0.0,0.8
2021-02-06 12:22:20,212.554,0.0,0.0,0.8
2021-02-06 12:22:21,181.119,0.0,0.0,0.8
2021-02-06 12:22:22,208.222,0.0,0.0,0.8
2021-02-06 12:22:23,167.464,0.0,0.0,0.8
2021-02-06 12:22:25,204.081,0.0,0.0,0.8
2021-02-06 12:22:26,220.039,0.0,0.0,0.8
2021-02-06 12:22:27,245.386,0.0,0.0,0.8
2021-02-06 12:22:28,189.659,0.0,0.0,0.8
2021-02-06 12:22:29,223.26,0.0,0.0,0.8
2021-02-06 12:22:31,216.065,0.0,0.0,0.8
2021-02-06 12:22:32,202.776,0.0,0.0,0.8
2021-02-06 12:22:33,207.53,0.0,0.0,0.8
2021-02-06 12:22:34,212.064,0.0,0.0,0.8
2021-02-06 12:22:35,185.309,0.0,0.0,0.8
2021-02-06 12:22:36,178.023,0.0,0.0,0.8
2021-02-06 12:22:37,198.524,0.0,0.0,0.8
2021-02-06 12:27:35,244.63,0.0,0.0,1.0
2021-02-06 12:27:36,233.041,0.0,0.0,1.0
2021-02-06 12:27:37,239.163,0.0,0.0,1.0
2021-02-06 12:27:39,248.349,0.0,0.0,1.0
2021-02-06 12:27:40,261.574,0.0,0.0,1.0
2021-02-06 12:27:41,317.46,0.0,0.0,1.0
2021-02-06 12:27:42,256.789,0.0,0.0,1.0
2021-02-06 12:27:45,252.84,0.0,0.0,1.0
2021-02-06 12:27:46,258.401,0.0,0.0,1.0
2021-02-06 12:27:48,214.041,0.0,0.0,1.0
2021-02-06 12:27:49,220.025,0.0,0.0,1.0
2021-02-06 12:27:50,259.033,0.0,0.0,1.0
2021-02-06 12:27:51,275.667,0.0,0.0,1.0
2021-02-06 12:27:52,303.49,0.0,0.0,1.0
2021-02-06 12:27:53,309.316,0.0,0.0,1.0
2021-02-06 12:27:54,292.69,0.0,0.0,1.0
2021-02-06 12:27:55,265.54,0.0,0.0,1.0
2021-02-06 12:27:56,266.837,0.0,0.0,1.0
2021-02-06 12:27:57,259.34,0.0,0.0,1.0
2021-02-06 12:27:58,251.682,0.0,0.0,1.0
2021-02-06 12:27:59,276.867,0.0,0.0,1.0
2021-02-06 12:28:00,266.74,0.0,0.0,1.0
2021-02-06 12:28:01,228.025,0.0,0.0,1.0
2021-02-06 12:28:02,244.16,0.0,0.0,1.0
2021-02-06 12:28:03,234.434,0.0,0.0,1.0
2021-02-06 12:28:04,267.856,0.0,0.0,1.0
2021-02-06 12:28:05,279.629,0.0,0.0,1.0
2021-02-06 12:28:06,266.967,0.0,0.0,1.0
2021-02-06 12:28:07,259.408,0.0,0.0,1.0
2021-02-06 12:28:09,229.355,0.0,0.0,1.0
2021-02-06 12:28:10,249.376,0.0,0.0,1.0
2021-02-06 12:28:11,249.451,0.0,0.0,1.0
2021-02-06 12:28:12,267.27,0.0,0.0,1.0
2021-02-06 12:28:13,233.321,0.0,0.0,1.0
2021-02-06 12:28:14,265.837,0.0,0.0,1.0
2021-02-06 12:28:15,268.693,0.0,0.0,1.0
2021-02-06 12:28:16,288.524,0.0,0.0,1.0
2021-02-06 12:28:17,282.797,0.0,0.0,1.0
2021-02-06 12:28:18,261.807,0.0,0.0,1.0
2021-02-06 12:28:19,289.031,0.0,0.0,1.0
2021-02-06 12:28:20,266.48,0.0,0.0,1.0
2021-02-06 12:28:21,273.151,0.0,0.0,1.0
2021-02-06 12:28:22,277.511,0.0,0.0,1.0
2021-02-06 12:28:23,247.851,0.0,0.0,1.0
2021-02-06 12:28:24,240.43,0.0,0.0,1.0
2021-02-06 12:28:25,197.091,0.0,0.0,1.0
2021-02-06 12:28:26,291.304,0.0,0.0,1.0
2021-02-06 12:28:27,225.681,0.0,0.0,1.0
2021-02-06 12:28:29,270.881,0.0,0.0,1.0
2021-02-06 12:28:30,353.009,0.0,0.0,1.0
2021-02-06 12:28:31,279.045,0.0,0.0,1.0
2021-02-06 12:28:32,283.154,0.0,0.0,1.0
2021-02-06 12:28:33,277.477,0.0,0.0,1.0
2021-02-06 12:28:34,261.498,0.0,0.0,1.0
2021-02-06 12:28:37,242.342,0.0,0.0,1.0
2021-02-06 12:28:38,252.54,0.0,0.0,1.0
2021-02-06 12:34:32,177.563,0.0,0.0,0.2
2021-02-06 12:34:33,147.086,0.0,0.0,0.2
2021-02-06 12:34:34,163.301,0.0,0.0,0.2
2021-02-06 12:34:35,178.561,0.0,0.0,0.2
2021-02-06 12:34:36,156.389,0.0,0.0,0.2
2021-02-06 12:34:38,138.707,0.0,0.0,0.2
2021-02-06 12:34:39,123.444,0.0,0.0,0.2
2021-02-06 12:34:40,128.386,0.0,0.0,0.2
2021-02-06 12:34:41,152.429,0.0,0.0,0.2
2021-02-06 12:34:42,150.304,0.0,0.0,0.2
2021-02-06 12:34:43,165.325,0.0,0.0,0.2
2021-02-06 12:34:44,172.569,0.0,0.0,0.2
2021-02-06 12:34:45,159.043,0.0,0.0,0.2
2021-02-06 12:34:46,152.301,0.0,0.0,0.2
2021-02-06 12:34:47,142.247,0.0,0.0,0.2
2021-02-06 12:34:48,168.457,0.0,0.0,0.2
2021-02-06 12:34:49,171.841,0.0,0.0,0.2
2021-02-06 12:34:51,148.148,0.0,0.0,0.2
2021-02-06 12:34:52,134.55,0.0,0.0,0.2
2021-02-06 12:34:53,146.692,0.0,0.0,0.2
2021-02-06 12:34:54,153.688,0.0,0.0,0.2
2021-02-06 12:34:55,135.332,0.0,0.0,0.2
2021-02-06 12:34:56,124.893,0.0,0.0,0.2
2021-02-06 12:34:57,148.65,0.0,0.0,0.2
2021-02-06 12:34:58,152.921,0.0,0.0,0.2
2021-02-06 12:34:59,130.008,0.0,0.0,0.2
2021-02-06 12:35:00,160.587,0.0,0.0,0.2
2021-02-06 12:35:01,149.726,0.0,0.0,0.2
2021-02-06 12:35:03,135.575,0.0,0.0,0.2
2021-02-06 12:35:04,172.899,0.0,0.0,0.2
2021-02-06 12:35:05,140.711,0.0,0.0,0.2
2021-02-06 12:35:09,121.736,0.0,0.0,0.2
2021-02-06 12:35:10,151.586,0.0,0.0,0.2
2021-02-06 12:35:11,148.811,0.0,0.0,0.2
2021-02-06 12:35:12,136.943,0.0,0.0,0.2
2021-02-06 12:35:13,158.702,0.0,0.0,0.2
2021-02-06 12:35:14,142.529,0.0,0.0,0.2
2021-02-06 12:35:15,147.909,0.0,0.0,0.2
2021-02-06 12:35:16,124.376,0.0,0.0,0.2
2021-02-06 12:35:17,123.666,0.0,0.0,0.2
2021-02-06 12:35:18,149.542,0.0,0.0,0.2
2021-02-06 12:35:19,111.889,0.0,0.0,0.2
2021-02-06 12:35:20,122.322,0.0,0.0,0.2
2021-02-06 12:35:21,137.792,0.0,0.0,0.2
2021-02-06 12:35:26,144.784,0.0,0.0,0.2
2021-02-06 12:35:27,136.1,0.0,0.0,0.2
2021-02-06 12:35:28,179.477,0.0,0.0,0.2
2021-02-06 12:35:29,143.004,0.0,0.0,0.2
2021-02-06 12:35:31,152.263,0.0,0.0,0.2
2021-02-06 12:35:32,120.896,0.0,0.0,0.2
2021-02-06 12:35:33,118.963,0.0,0.0,0.2
2021-02-06 12:35:34,148.646,0.0,0.0,0.2
2021-02-06 12:35:35,127.178,0.0,0.0,0.2
2021-02-06 12:35:36,159.435,0.0,0.0,0.2
2021-02-06 12:35:37,157.073,0.0,0.0,0.2
2021-02-06 12:35:39,126.144,0.0,0.0,0.2
2021-02-06 12:35:41,145.567,0.0,0.0,0.2
2021-02-06 12:35:42,140.235,0.0,0.0,0.2
2021-02-06 12:35:43,140.524,0.0,0.0,0.2
2021-02-06 12:35:44,132.163,0.0,0.0,0.2
2021-02-06 12:35:45,136.015,0.0,0.0,0.2
2021-02-06 12:35:46,137.878,0.0,0.0,0.2
2021-02-06 12:35:47,128.201,0.0,0.0,0.2
2021-02-06 12:35:48,140.664,0.0,0.0,0.2
2021-02-06 12:35:52,106.249,0.0,0.0,0.2
2021-02-06 12:35:53,116.541,0.0,0.0,0.2
2021-02-06 12:35:54,124.762,0.0,0.0,0.2
2021-02-06 12:36:01,134.495,0.0,0.0,0.2
2021-02-06 12:36:02,139.608,0.0,0.0,0.2
2021-02-06 12:36:03,137.71,0.0,0.0,0.2
2021-02-06 12:36:04,158.34,0.0,0.0,0.2
2021-02-06 12:36:05,153.889,0.0,0.0,0.2
2021-02-06 12:36:06,156.587,0.0,0.0,0.2
2021-02-06 12:36:07,102.559,0.0,0.0,0.2
2021-02-06 12:36:11,136.544,0.0,0.0,0.2
2021-02-06 12:36:12,162.76,0.0,0.0,0.2
2021-02-06 12:36:13,131.029,0.0,0.0,0.2
2021-02-06 12:36:14,168.011,0.0,0.0,0.2
2021-02-06 12:36:15,123.796,0.0,0.0,0.2
2021-02-06 12:36:16,125.106,0.0,0.0,0.2
2021-02-06 12:36:17,142.202,0.0,0.0,0.2
2021-02-06 12:36:18,133.454,0.0,0.0,0.2
2021-02-06 12:36:19,133.109,0.0,0.0,0.2
2021-02-06 12:36:21,148.727,0.0,0.0,0.2
2021-02-06 12:36:22,112.707,0.0,0.0,0.2
2021-02-06 12:36:23,149.59,0.0,0.0,0.2
2021-02-06 12:36:24,164.78,0.0,0.0,0.2
2021-02-06 12:36:27,155.624,0.0,0.0,0.2
2021-02-06 12:36:28,137.298,0.0,0.0,0.2
2021-02-06 12:36:29,125.333,0.0,0.0,0.2
2021-02-06 12:36:30,126.697,0.0,0.0,0.2
2021-02-06 12:36:31,102.887,0.0,0.0,0.2
2021-02-06 12:36:32,142.865,0.0,0.0,0.2
2021-02-06 12:36:33,111.179,0.0,0.0,0.2
2021-02-06 12:36:34,140.05,0.0,0.0,0.2
2021-02-06 12:36:35,137.538,0.0,0.0,0.2
2021-02-06 12:36:37,128.671,0.0,0.0,0.2
2021-02-06 12:36:38,131.296,0.0,0.0,0.2
2021-02-06 12:36:39,145.335,0.0,0.0,0.2
2021-02-06 12:36:40,169.254,0.0,0.0,0.2
2021-02-06 12:36:41,156.909,0.0,0.0,0.2
2021-02-06 12:36:42,151.145,0.0,0.0,0.2
2021-02-06 12:36:43,161.25,0.0,0.0,0.2
2021-02-06 12:56:40,211.77,0.0,0.0,0.8
2021-02-06 01:55:30,249.857,0.0,0.0,1.0
2021-02-06 01:55:31,272.839,0.0,0.0,1.0
2021-02-06 01:55:37,275.152,0.0,0.0,1.0
2021-02-06 01:55:43,261.933,0.0,0.0,1.0
2021-02-06 01:55:25,338.17,0.0,0.0,1.0
2021-02-06 01:55:26,350.227,0.0,0.0,1.0
2021-02-06 01:55:27,365.498,0.0,0.0,1.0
2021-02-06 01:55:29,319.068,0.0,0.0,1.0
2021-02-06 01:55:32,330.255,0.0,0.0,1.0
2021-02-06 01:55:36,340.037,0.0,0.0,1.0
2021-02-06 01:55:38,301.786,0.0,0.0,1.0
2021-02-06 01:55:39,328.656,0.0,0.0,1.0
2021-02-06 01:55:40,377.639,0.0,0.0,1.0
2021-02-06 01:55:41,389.682,0.0,0.0,1.0
2021-02-06 01:55:42,366.017,0.0,0.0,1.0
2021-02-06 01:55:44,287.004,0.0,0.0,1.0
2021-02-06 01:55:45,291.373,0.0,0.0,1.0
2021-02-06 01:55:46,365.562,0.0,0.0,1.0
2021-02-06 01:55:47,371.495,0.0,0.0,1.0
2021-02-06 01:55:48,327.831,0.0,0.0,1.0
2021-02-06 01:55:49,381.207,0.0,0.0,1.0
2021-02-06 01:55:50,358.071,0.0,0.0,1.0
2021-02-06 01:55:51,364.392,0.0,0.0,1.0
2021-02-06 01:55:52,335.381,0.0,0.0,1.0
2021-02-06 01:55:53,378.712,0.0,0.0,1.0
2021-02-06 01:55:54,337.584,0.0,0.0,1.0
2021-02-06 01:55:55,347.614,0.0,0.0,1.0
2021-02-06 01:55:56,337.748,0.0,0.0,1.0
2021-02-06 01:55:57,310.518,0.0,0.0,1.0
2021-02-06 01:55:58,335.813,0.0,0.0,1.0
2021-02-06 01:55:59,338.607,0.0,0.0,1.0
2021-02-06 01:56:00,326.122,0.0,0.0,1.0
2021-02-06 10:58:20,153.183,0.0,0.0,0.2
2021-02-06 11:01:43,183.402,0.0,0.0,0.4
2021-02-06 11:07:29,233.535,0.0,0.0,0.6
2021-02-06 11:07:30,255.465,0.0,0.0,0.6
2021-02-06 11:07:36,226.394,0.0,0.0,0.6
2021-02-06 11:07:37,224.659,0.0,0.0,0.6
2021-02-06 11:07:55,204.599,0.0,0.0,0.6
2021-02-06 11:08:04,213.741,0.0,0.0,0.6
2021-02-06 11:08:05,261.077,0.0,0.0,0.6
2021-02-06 11:08:18,273.398,0.0,0.0,0.6
2021-02-06 11:10:46,212.969,0.0,0.0,0.8
2021-02-06 11:10:53,268.252,0.0,0.0,0.8
