ccn_conc,datetime,ccn_sursaturation,ccn_flag,pollution_flag
111.409,2021-02-05 05:40:48,0.2,0.0,0.0
123.458,2021-02-05 05:40:49,0.2,0.0,0.0
116.194,2021-02-05 05:40:50,0.2,0.0,0.0
137.222,2021-02-05 05:40:51,0.2,0.0,0.0
139.278,2021-02-05 05:40:52,0.2,0.0,0.0
121.744,2021-02-05 05:40:53,0.2,0.0,0.0
150.221,2021-02-05 05:40:54,0.2,0.0,0.0
127.472,2021-02-05 05:40:55,0.2,0.0,0.0
129.806,2021-02-05 05:40:56,0.2,0.0,0.0
129.141,2021-02-05 05:40:57,0.2,0.0,0.0
110.027,2021-02-05 05:40:58,0.2,0.0,0.0
119.251,2021-02-05 05:40:59,0.2,0.0,0.0
167.754,2021-02-05 05:41:00,0.2,0.0,0.0
140.614,2021-02-05 05:41:01,0.2,0.0,0.0
135.962,2021-02-05 05:41:02,0.2,0.0,0.0
143.313,2021-02-05 05:41:03,0.2,0.0,0.0
145.874,2021-02-05 05:41:04,0.2,0.0,0.0
134.315,2021-02-05 05:41:05,0.2,0.0,0.0
142.616,2021-02-05 05:41:06,0.2,0.0,0.0
123.537,2021-02-05 05:41:07,0.2,0.0,0.0
117.72,2021-02-05 05:41:08,0.2,0.0,0.0
112.29,2021-02-05 05:41:09,0.2,0.0,0.0
123.798,2021-02-05 05:41:10,0.2,0.0,0.0
151.542,2021-02-05 05:41:11,0.2,0.0,0.0
125.05,2021-02-05 05:41:12,0.2,0.0,0.0
138.137,2021-02-05 05:41:13,0.2,0.0,0.0
132.087,2021-02-05 05:41:14,0.2,0.0,0.0
147.137,2021-02-05 05:41:15,0.2,0.0,0.0
139.193,2021-02-05 05:41:16,0.2,0.0,0.0
108.186,2021-02-05 05:41:17,0.2,0.0,0.0
140.979,2021-02-05 05:41:18,0.2,0.0,0.0
139.056,2021-02-05 05:41:19,0.2,0.0,0.0
108.931,2021-02-05 05:41:20,0.2,0.0,0.0
110.171,2021-02-05 05:41:21,0.2,0.0,0.0
132.429,2021-02-05 05:41:22,0.2,0.0,0.0
128.18,2021-02-05 05:41:23,0.2,0.0,0.0
123.778,2021-02-05 05:41:24,0.2,0.0,0.0
133.894,2021-02-05 05:41:25,0.2,0.0,0.0
137.854,2021-02-05 05:41:26,0.2,0.0,0.0
140.889,2021-02-05 05:41:27,0.2,0.0,0.0
119.764,2021-02-05 05:41:28,0.2,0.0,0.0
120.28,2021-02-05 05:41:29,0.2,0.0,0.0
133.405,2021-02-05 05:41:30,0.2,0.0,0.0
140.699,2021-02-05 05:41:31,0.2,0.0,0.0
119.864,2021-02-05 05:41:32,0.2,0.0,0.0
144.485,2021-02-05 05:41:33,0.2,0.0,0.0
121.233,2021-02-05 05:41:34,0.2,0.0,0.0
124.807,2021-02-05 05:41:35,0.2,0.0,0.0
150.438,2021-02-05 05:41:36,0.2,0.0,0.0
146.101,2021-02-05 05:41:37,0.2,0.0,0.0
135.868,2021-02-05 05:41:38,0.2,0.0,0.0
90.963,2021-02-05 05:41:39,0.2,0.0,0.0
112.879,2021-02-05 05:41:40,0.2,0.0,0.0
110.515,2021-02-05 05:41:41,0.2,0.0,0.0
108.769,2021-02-05 05:41:42,0.2,0.0,0.0
132.943,2021-02-05 05:41:43,0.2,0.0,0.0
171.844,2021-02-05 05:41:44,0.2,0.0,0.0
143.19,2021-02-05 05:41:45,0.2,0.0,0.0
132.456,2021-02-05 05:41:46,0.2,0.0,0.0
125.208,2021-02-05 05:41:47,0.2,0.0,0.0
128.185,2021-02-05 05:41:48,0.2,0.0,0.0
131.307,2021-02-05 05:41:49,0.2,0.0,0.0
158.995,2021-02-05 05:41:50,0.2,0.0,0.0
154.7,2021-02-05 05:41:51,0.2,0.0,0.0
123.207,2021-02-05 05:41:52,0.2,0.0,0.0
117.745,2021-02-05 05:41:53,0.2,0.0,0.0
127.965,2021-02-05 05:41:54,0.2,0.0,0.0
120.291,2021-02-05 05:41:55,0.2,0.0,0.0
138.582,2021-02-05 05:41:56,0.2,0.0,0.0
143.773,2021-02-05 05:41:57,0.2,0.0,0.0
117.033,2021-02-05 05:41:58,0.2,0.0,0.0
126.947,2021-02-05 05:41:59,0.2,0.0,0.0
121.871,2021-02-05 05:42:00,0.2,0.0,0.0
121.668,2021-02-05 05:42:01,0.2,0.0,0.0
123.237,2021-02-05 05:42:02,0.2,0.0,0.0
104.296,2021-02-05 05:42:03,0.2,0.0,0.0
149.716,2021-02-05 05:42:04,0.2,0.0,0.0
150.385,2021-02-05 05:42:05,0.2,0.0,0.0
139.268,2021-02-05 05:42:06,0.2,0.0,0.0
132.251,2021-02-05 05:42:07,0.2,0.0,0.0
94.165,2021-02-05 05:42:08,0.2,0.0,0.0
126.367,2021-02-05 05:42:09,0.2,0.0,0.0
129.337,2021-02-05 05:42:10,0.2,0.0,0.0
147.916,2021-02-05 05:42:11,0.2,0.0,0.0
132.943,2021-02-05 05:42:12,0.2,0.0,0.0
125.293,2021-02-05 05:42:13,0.2,0.0,0.0
147.116,2021-02-05 05:42:14,0.2,0.0,0.0
137.013,2021-02-05 05:42:15,0.2,0.0,0.0
125.837,2021-02-05 05:42:16,0.2,0.0,0.0
121.326,2021-02-05 05:42:17,0.2,0.0,0.0
132.264,2021-02-05 05:42:18,0.2,0.0,0.0
148.542,2021-02-05 05:42:19,0.2,0.0,0.0
156.731,2021-02-05 05:42:20,0.2,0.0,0.0
116.047,2021-02-05 05:42:21,0.2,0.0,0.0
118.342,2021-02-05 05:42:22,0.2,0.0,0.0
111.223,2021-02-05 05:42:23,0.2,0.0,0.0
107.489,2021-02-05 05:42:24,0.2,0.0,0.0
116.472,2021-02-05 05:42:25,0.2,0.0,0.0
128.283,2021-02-05 05:42:26,0.2,0.0,0.0
118.001,2021-02-05 05:42:27,0.2,0.0,0.0
147.466,2021-02-05 05:42:28,0.2,0.0,0.0
111.419,2021-02-05 05:42:29,0.2,0.0,0.0
106.672,2021-02-05 05:42:30,0.2,0.0,0.0
128.41,2021-02-05 05:42:31,0.2,0.0,0.0
139.122,2021-02-05 05:42:32,0.2,0.0,0.0
126.224,2021-02-05 05:42:33,0.2,0.0,0.0
152.452,2021-02-05 05:42:34,0.2,0.0,0.0
145.437,2021-02-05 05:42:35,0.2,0.0,0.0
124.282,2021-02-05 05:42:36,0.2,0.0,0.0
117.254,2021-02-05 05:42:37,0.2,0.0,0.0
96.092,2021-02-05 05:42:38,0.2,0.0,0.0
130.403,2021-02-05 05:42:39,0.2,0.0,0.0
139.395,2021-02-05 05:42:40,0.2,0.0,0.0
127.217,2021-02-05 05:42:41,0.2,0.0,0.0
110.258,2021-02-05 05:42:42,0.2,0.0,0.0
177.538,2021-02-05 05:42:43,0.2,0.0,0.0
169.779,2021-02-05 05:42:44,0.2,0.0,0.0
135.602,2021-02-05 05:42:45,0.2,0.0,0.0
110.909,2021-02-05 05:42:46,0.2,0.0,0.0
121.864,2021-02-05 05:42:47,0.2,0.0,0.0
103.262,2021-02-05 05:42:48,0.2,0.0,0.0
138.7,2021-02-05 05:42:49,0.2,0.0,0.0
140.41,2021-02-05 05:42:50,0.2,0.0,0.0
158.633,2021-02-05 05:42:51,0.2,0.0,0.0
133.685,2021-02-05 05:42:52,0.2,0.0,0.0
132.135,2021-02-05 05:42:53,0.2,0.0,0.0
127.473,2021-02-05 05:42:54,0.2,0.0,0.0
106.555,2021-02-05 05:42:55,0.2,0.0,0.0
140.878,2021-02-05 05:42:56,0.2,0.0,0.0
129.226,2021-02-05 05:42:57,0.2,0.0,0.0
133.617,2021-02-05 05:42:58,0.2,0.0,0.0
130.74,2021-02-05 05:42:59,0.2,0.0,0.0
107.644,2021-02-05 05:43:00,0.2,0.0,0.0
117.272,2021-02-05 05:43:01,0.2,0.0,0.0
125.637,2021-02-05 05:43:02,0.2,0.0,0.0
122.145,2021-02-05 05:43:03,0.2,0.0,0.0
130.142,2021-02-05 05:43:04,0.2,0.0,0.0
125.85,2021-02-05 05:43:05,0.2,0.0,0.0
149.512,2021-02-05 05:43:06,0.2,0.0,0.0
142.243,2021-02-05 05:43:07,0.2,0.0,0.0
135.978,2021-02-05 05:43:08,0.2,0.0,0.0
132.364,2021-02-05 05:43:09,0.2,0.0,0.0
135.161,2021-02-05 05:43:10,0.2,0.0,0.0
130.685,2021-02-05 05:43:11,0.2,0.0,0.0
140.316,2021-02-05 05:43:12,0.2,0.0,0.0
120.677,2021-02-05 05:43:13,0.2,0.0,0.0
113.5,2021-02-05 05:43:14,0.2,0.0,0.0
126.732,2021-02-05 05:43:15,0.2,0.0,0.0
136.673,2021-02-05 05:43:16,0.2,0.0,0.0
128.644,2021-02-05 05:43:17,0.2,0.0,0.0
127.324,2021-02-05 05:43:18,0.2,0.0,0.0
150.434,2021-02-05 05:43:19,0.2,0.0,0.0
141.222,2021-02-05 05:43:20,0.2,0.0,0.0
140.611,2021-02-05 05:43:21,0.2,0.0,0.0
132.141,2021-02-05 05:43:22,0.2,0.0,0.0
135.124,2021-02-05 05:43:23,0.2,0.0,0.0
128.648,2021-02-05 05:43:24,0.2,0.0,0.0
142.933,2021-02-05 05:43:25,0.2,0.0,0.0
129.288,2021-02-05 05:43:26,0.2,0.0,0.0
148.517,2021-02-05 05:43:27,0.2,0.0,0.0
152.469,2021-02-05 05:43:28,0.2,0.0,0.0
151.101,2021-02-05 05:43:29,0.2,0.0,0.0
126.765,2021-02-05 05:43:30,0.2,0.0,0.0
173.501,2021-02-05 05:43:31,0.2,0.0,0.0
147.11,2021-02-05 05:43:32,0.2,0.0,0.0
131.496,2021-02-05 05:43:33,0.2,0.0,0.0
144.481,2021-02-05 05:43:34,0.2,0.0,0.0
139.895,2021-02-05 05:43:35,0.2,0.0,0.0
113.478,2021-02-05 05:43:36,0.2,0.0,0.0
125.342,2021-02-05 05:43:37,0.2,0.0,0.0
138.98,2021-02-05 05:43:38,0.2,0.0,0.0
134.279,2021-02-05 05:43:39,0.2,0.0,0.0
165.085,2021-02-05 05:43:40,0.2,0.0,0.0
136.581,2021-02-05 05:43:41,0.2,0.0,0.0
130.244,2021-02-05 05:43:42,0.2,0.0,0.0
134.943,2021-02-05 05:43:43,0.2,0.0,0.0
129.003,2021-02-05 05:43:44,0.2,0.0,0.0
132.549,2021-02-05 05:43:45,0.2,0.0,0.0
128.945,2021-02-05 05:43:46,0.2,0.0,0.0
129.035,2021-02-05 05:43:47,0.2,0.0,0.0
131.766,2021-02-05 05:43:48,0.2,0.0,0.0
126.55,2021-02-05 05:43:49,0.2,0.0,0.0
136.771,2021-02-05 05:43:50,0.2,0.0,0.0
133.407,2021-02-05 05:43:51,0.2,0.0,0.0
120.607,2021-02-05 05:43:52,0.2,0.0,0.0
147.827,2021-02-05 05:43:53,0.2,0.0,0.0
100.976,2021-02-05 05:43:54,0.2,0.0,0.0
153.156,2021-02-05 05:43:55,0.2,0.0,0.0
135.485,2021-02-05 05:43:56,0.2,0.0,0.0
116.212,2021-02-05 05:43:57,0.2,0.0,0.0
131.26,2021-02-05 05:43:58,0.2,0.0,0.0
122.899,2021-02-05 05:43:59,0.2,0.0,0.0
122.439,2021-02-05 05:44:00,0.2,0.0,0.0
119.511,2021-02-05 05:44:01,0.2,0.0,0.0
113.152,2021-02-05 05:44:02,0.2,0.0,0.0
115.552,2021-02-05 05:44:03,0.2,0.0,0.0
141.706,2021-02-05 05:44:04,0.2,0.0,0.0
131.07,2021-02-05 05:44:05,0.2,0.0,0.0
118.522,2021-02-05 05:44:06,0.2,0.0,0.0
126.276,2021-02-05 05:44:07,0.2,0.0,0.0
140.289,2021-02-05 05:44:08,0.2,0.0,0.0
137.149,2021-02-05 05:44:09,0.2,0.0,0.0
155.738,2021-02-05 05:44:10,0.2,0.0,0.0
146.647,2021-02-05 05:44:11,0.2,0.0,0.0
120.009,2021-02-05 05:44:12,0.2,0.0,0.0
126.438,2021-02-05 05:44:13,0.2,0.0,0.0
145.056,2021-02-05 05:44:14,0.2,0.0,0.0
129.215,2021-02-05 05:44:15,0.2,0.0,0.0
144.757,2021-02-05 05:44:16,0.2,0.0,0.0
122.892,2021-02-05 05:44:17,0.2,0.0,0.0
126.992,2021-02-05 05:44:18,0.2,0.0,0.0
144.689,2021-02-05 05:44:19,0.2,0.0,0.0
139.56,2021-02-05 05:44:20,0.2,0.0,0.0
171.951,2021-02-05 05:44:21,0.2,0.0,0.0
129.992,2021-02-05 05:44:22,0.2,0.0,0.0
144.117,2021-02-05 05:44:23,0.2,0.0,0.0
113.694,2021-02-05 05:44:24,0.2,0.0,0.0
100.739,2021-02-05 05:44:25,0.2,0.0,0.0
128.958,2021-02-05 05:44:26,0.2,0.0,0.0
131.867,2021-02-05 05:44:27,0.2,0.0,0.0
111.153,2021-02-05 05:44:28,0.2,0.0,0.0
110.059,2021-02-05 05:44:29,0.2,0.0,0.0
138.611,2021-02-05 05:44:30,0.2,0.0,0.0
137.644,2021-02-05 05:44:31,0.2,0.0,0.0
142.819,2021-02-05 05:44:32,0.2,0.0,0.0
135.403,2021-02-05 05:44:33,0.2,0.0,0.0
149.747,2021-02-05 05:44:34,0.2,0.0,0.0
121.06,2021-02-05 05:44:35,0.2,0.0,0.0
123.922,2021-02-05 05:44:36,0.2,0.0,0.0
115.995,2021-02-05 05:44:37,0.2,0.0,0.0
127.697,2021-02-05 05:44:38,0.2,0.0,0.0
141.594,2021-02-05 05:44:39,0.2,0.0,0.0
152.881,2021-02-05 05:44:40,0.2,0.0,0.0
139.614,2021-02-05 05:44:41,0.2,0.0,0.0
130.01,2021-02-05 05:44:42,0.2,0.0,0.0
123.699,2021-02-05 05:44:43,0.2,0.0,0.0
142.145,2021-02-05 05:44:44,0.2,0.0,0.0
109.771,2021-02-05 05:44:45,0.2,0.0,0.0
147.887,2021-02-05 05:44:46,0.2,0.0,0.0
123.45,2021-02-05 05:44:47,0.2,0.0,0.0
123.667,2021-02-05 05:44:48,0.2,0.0,0.0
138.43,2021-02-05 05:44:49,0.2,0.0,0.0
122.199,2021-02-05 05:44:50,0.2,0.0,0.0
155.009,2021-02-05 05:44:51,0.2,0.0,0.0
143.535,2021-02-05 05:44:52,0.2,0.0,0.0
130.937,2021-02-05 05:44:53,0.2,0.0,0.0
128.11,2021-02-05 05:44:54,0.2,0.0,0.0
141.12,2021-02-05 05:44:55,0.2,0.0,0.0
132.347,2021-02-05 05:44:56,0.2,0.0,0.0
124.351,2021-02-05 05:44:57,0.2,0.0,0.0
122.721,2021-02-05 05:44:58,0.2,0.0,0.0
98.623,2021-02-05 05:44:59,0.2,0.0,0.0
129.138,2021-02-05 05:45:00,0.2,0.0,0.0
117.619,2021-02-05 05:45:01,0.2,0.0,0.0
147.908,2021-02-05 05:45:02,0.2,0.0,0.0
108.084,2021-02-05 05:45:03,0.2,0.0,0.0
114.498,2021-02-05 05:45:04,0.2,0.0,0.0
134.908,2021-02-05 05:45:05,0.2,0.0,0.0
139.89,2021-02-05 05:45:06,0.2,0.0,0.0
138.501,2021-02-05 05:45:07,0.2,0.0,0.0
130.774,2021-02-05 05:45:08,0.2,0.0,0.0
137.131,2021-02-05 05:45:09,0.2,0.0,0.0
128.379,2021-02-05 05:45:10,0.2,0.0,0.0
149.442,2021-02-05 05:45:11,0.2,0.0,0.0
148.952,2021-02-05 05:45:12,0.2,0.0,0.0
168.067,2021-02-05 05:45:13,0.2,0.0,0.0
123.953,2021-02-05 05:45:14,0.2,0.0,0.0
131.711,2021-02-05 05:45:15,0.2,0.0,0.0
114.192,2021-02-05 05:45:16,0.2,0.0,0.0
120.544,2021-02-05 05:45:17,0.2,0.0,0.0
133.942,2021-02-05 05:45:18,0.2,0.0,0.0
128.887,2021-02-05 05:45:19,0.2,0.0,0.0
133.374,2021-02-05 05:45:20,0.2,0.0,0.0
117.746,2021-02-05 05:45:21,0.2,0.0,0.0
127.153,2021-02-05 05:45:22,0.2,0.0,0.0
133.969,2021-02-05 05:45:23,0.2,0.0,0.0
136.693,2021-02-05 05:45:24,0.2,0.0,0.0
100.52,2021-02-05 05:45:25,0.2,0.0,0.0
134.157,2021-02-05 05:45:26,0.2,0.0,0.0
122.253,2021-02-05 05:45:27,0.2,0.0,0.0
160.435,2021-02-05 05:45:28,0.2,0.0,0.0
123.31,2021-02-05 05:45:29,0.2,0.0,0.0
143.775,2021-02-05 05:45:30,0.2,0.0,0.0
114.062,2021-02-05 05:45:31,0.2,0.0,0.0
140.287,2021-02-05 05:45:32,0.2,0.0,0.0
147.81,2021-02-05 05:45:33,0.2,0.0,0.0
117.245,2021-02-05 05:45:34,0.2,0.0,0.0
132.623,2021-02-05 05:45:35,0.2,0.0,0.0
112.37,2021-02-05 05:45:36,0.2,0.0,0.0
115.236,2021-02-05 05:45:37,0.2,0.0,0.0
117.859,2021-02-05 05:45:38,0.2,0.0,0.0
147.253,2021-02-05 05:45:39,0.2,0.0,0.0
152.118,2021-02-05 05:45:40,0.2,0.0,0.0
142.444,2021-02-05 05:45:41,0.2,0.0,0.0
134.364,2021-02-05 05:45:42,0.2,0.0,0.0
140.816,2021-02-05 05:45:43,0.2,0.0,0.0
108.694,2021-02-05 05:45:44,0.2,0.0,0.0
117.454,2021-02-05 05:45:45,0.2,0.0,0.0
137.156,2021-02-05 05:45:46,0.2,0.0,0.0
120.355,2021-02-05 05:45:47,0.2,0.0,0.0
134.075,2021-02-05 05:45:48,0.2,0.0,0.0
121.839,2021-02-05 05:45:49,0.2,0.0,0.0
131.449,2021-02-05 05:45:50,0.2,0.0,0.0
100.641,2021-02-05 05:45:51,0.2,0.0,0.0
121.683,2021-02-05 05:45:52,0.2,0.0,0.0
100.006,2021-02-05 05:45:53,0.2,0.0,0.0
129.619,2021-02-05 05:45:54,0.2,0.0,0.0
139.191,2021-02-05 05:45:55,0.2,0.0,0.0
145.303,2021-02-05 05:45:56,0.2,0.0,0.0
145.013,2021-02-05 05:45:57,0.2,0.0,0.0
112.154,2021-02-05 05:45:58,0.2,0.0,0.0
111.674,2021-02-05 05:45:59,0.2,0.0,0.0
105.222,2021-02-05 05:46:00,0.2,0.0,0.0
118.86,2021-02-05 05:46:01,0.2,0.0,0.0
127.624,2021-02-05 05:46:02,0.2,0.0,0.0
140.509,2021-02-05 05:46:03,0.2,0.0,0.0
93.203,2021-02-05 05:46:04,0.2,0.0,0.0
146.719,2021-02-05 05:46:05,0.2,0.0,0.0
147.984,2021-02-05 05:46:06,0.2,0.0,0.0
127.706,2021-02-05 05:46:07,0.2,0.0,0.0
112.311,2021-02-05 05:46:08,0.2,0.0,0.0
120.299,2021-02-05 05:46:09,0.2,0.0,0.0
142.161,2021-02-05 05:46:10,0.2,0.0,0.0
137.778,2021-02-05 05:46:11,0.2,0.0,0.0
147.4,2021-02-05 05:46:12,0.2,0.0,0.0
139.901,2021-02-05 05:46:13,0.2,0.0,0.0
154.64,2021-02-05 05:46:14,0.2,0.0,0.0
113.178,2021-02-05 05:46:15,0.2,0.0,0.0
141.245,2021-02-05 05:46:16,0.2,0.0,0.0
152.639,2021-02-05 05:46:17,0.2,0.0,0.0
122.787,2021-02-05 05:46:18,0.2,0.0,0.0
121.556,2021-02-05 05:46:19,0.2,0.0,0.0
120.363,2021-02-05 05:46:20,0.2,0.0,0.0
122.311,2021-02-05 05:46:21,0.2,0.0,0.0
121.731,2021-02-05 05:46:22,0.2,0.0,0.0
112.803,2021-02-05 05:46:23,0.2,0.0,0.0
119.549,2021-02-05 05:46:24,0.2,0.0,0.0
123.196,2021-02-05 05:46:25,0.2,0.0,0.0
126.979,2021-02-05 05:46:26,0.2,0.0,0.0
123.203,2021-02-05 05:46:27,0.2,0.0,0.0
117.718,2021-02-05 05:46:28,0.2,0.0,0.0
134.022,2021-02-05 05:46:29,0.2,0.0,0.0
108.074,2021-02-05 05:46:30,0.2,0.0,0.0
120.347,2021-02-05 05:46:31,0.2,0.0,0.0
131.131,2021-02-05 05:46:32,0.2,0.0,0.0
132.342,2021-02-05 05:46:33,0.2,0.0,0.0
108.406,2021-02-05 05:46:34,0.2,0.0,0.0
117.224,2021-02-05 05:46:35,0.2,0.0,0.0
121.772,2021-02-05 05:46:36,0.2,0.0,0.0
105.928,2021-02-05 05:46:37,0.2,0.0,0.0
104.216,2021-02-05 05:46:38,0.2,0.0,0.0
106.433,2021-02-05 05:46:39,0.2,0.0,0.0
114.404,2021-02-05 05:46:40,0.2,0.0,0.0
123.765,2021-02-05 05:46:41,0.2,0.0,0.0
126.57,2021-02-05 05:46:42,0.2,0.0,0.0
136.03,2021-02-05 05:46:43,0.2,0.0,0.0
113.091,2021-02-05 05:46:44,0.2,0.0,0.0
125.579,2021-02-05 05:46:45,0.2,0.0,0.0
132.277,2021-02-05 05:46:46,0.2,0.0,0.0
131.552,2021-02-05 05:46:47,0.2,0.0,0.0
126.429,2021-02-05 05:46:48,0.2,0.0,0.0
130.05,2021-02-05 05:46:49,0.2,0.0,0.0
127.007,2021-02-05 05:46:50,0.2,0.0,0.0
121.292,2021-02-05 05:46:51,0.2,0.0,0.0
118.26,2021-02-05 05:46:52,0.2,0.0,0.0
119.565,2021-02-05 05:46:53,0.2,0.0,0.0
137.535,2021-02-05 05:46:54,0.2,0.0,0.0
143.298,2021-02-05 05:46:55,0.2,0.0,0.0
121.291,2021-02-05 05:46:56,0.2,0.0,0.0
117.215,2021-02-05 05:46:57,0.2,0.0,0.0
138.763,2021-02-05 05:46:58,0.2,0.0,0.0
151.757,2021-02-05 05:46:59,0.2,0.0,0.0
146.343,2021-02-05 05:47:00,0.2,0.0,0.0
131.168,2021-02-05 05:47:01,0.2,0.0,0.0
120.072,2021-02-05 05:47:02,0.2,0.0,0.0
140.384,2021-02-05 05:47:03,0.2,0.0,0.0
133.307,2021-02-05 05:47:04,0.2,0.0,0.0
127.88,2021-02-05 05:47:05,0.2,0.0,0.0
121.269,2021-02-05 05:47:06,0.2,0.0,0.0
117.4,2021-02-05 05:47:07,0.2,0.0,0.0
150.832,2021-02-05 05:47:08,0.2,0.0,0.0
126.382,2021-02-05 05:47:09,0.2,0.0,0.0
132.364,2021-02-05 05:47:10,0.2,0.0,0.0
93.36,2021-02-05 05:47:11,0.2,0.0,0.0
102.72,2021-02-05 05:47:12,0.2,0.0,0.0
150.282,2021-02-05 05:47:13,0.2,0.0,0.0
131.428,2021-02-05 05:47:14,0.2,0.0,0.0
137.006,2021-02-05 05:47:15,0.2,0.0,0.0
131.655,2021-02-05 05:47:16,0.2,0.0,0.0
114.007,2021-02-05 05:47:17,0.2,0.0,0.0
119.519,2021-02-05 05:47:18,0.2,0.0,0.0
109.846,2021-02-05 05:47:19,0.2,0.0,0.0
128.017,2021-02-05 05:47:20,0.2,0.0,0.0
153.265,2021-02-05 05:47:21,0.2,0.0,0.0
137.599,2021-02-05 05:47:22,0.2,0.0,0.0
154.115,2021-02-05 05:47:23,0.2,0.0,0.0
150.865,2021-02-05 05:47:24,0.2,0.0,0.0
158.619,2021-02-05 05:47:25,0.2,0.0,0.0
172.907,2021-02-05 05:47:26,0.2,0.0,0.0
138.874,2021-02-05 05:47:27,0.2,0.0,0.0
141.147,2021-02-05 05:47:28,0.2,0.0,0.0
104.934,2021-02-05 05:47:29,0.2,0.0,0.0
121.828,2021-02-05 05:47:30,0.2,0.0,0.0
132.89,2021-02-05 05:47:31,0.2,0.0,0.0
132.473,2021-02-05 05:47:32,0.2,0.0,0.0
120.305,2021-02-05 05:47:33,0.2,0.0,0.0
132.297,2021-02-05 05:47:34,0.2,0.0,0.0
142.554,2021-02-05 05:47:35,0.2,0.0,0.0
121.405,2021-02-05 05:47:36,0.2,0.0,0.0
138.864,2021-02-05 05:47:37,0.2,0.0,0.0
124.848,2021-02-05 05:47:38,0.2,0.0,0.0
138.742,2021-02-05 05:47:39,0.2,0.0,0.0
150.089,2021-02-05 05:47:40,0.2,0.0,0.0
136.022,2021-02-05 05:47:41,0.2,0.0,0.0
